#binCenter binHalfWidth A_raw dA
-47.5,2.5,-0.2,0.00979796
-42.5,2.5,0.111111,0.0122692
-37.5,2.5,0.454545,0.00736135
-32.5,2.5,0.333333,0.0261891
-27.5,2.5,-0.157895,0.00273534
-22.5,2.5,0.304348,0.00180068
-17.5,2.5,-0.230769,0.00575745
-12.5,2.5,-0.5,0.0135316
-7.5,2.5,-0.0549451,0.000120576
-2.5,2.5,0.0244291,7.04871e-08
2.5,2.5,0.0648298,6.55323e-07
7.5,2.5,0.290323,0.000995764
12.5,2.5,0.2,0.00244949
17.5,2.5,0.263158,0.00267245
22.5,2.5,0.538462,0.0049861
27.5,2.5,0.142857,0.00504971
32.5,2.5,0.047619,0.002265
37.5,2.5,-0.0909091,0.00823024
42.5,2.5,0,0.00206612
47.5,2.5,0.047619,0.002265
