#binCenter binHalfWidth A_raw dA
-47.5,2.5,0,0.0625
-42.5,2.5,-1,0
-37.5,2.5,1,0
-32.5,2.5,0.2,0.0391918
-27.5,2.5,-0.666667,0.0207043
-22.5,2.5,0.2,0.00979796
-17.5,2.5,-0.5,0.00601407
-12.5,2.5,0.166667,0.00684731
-7.5,2.5,-0.0491803,0.00026842
-2.5,2.5,0.0612485,8.65463e-08
2.5,2.5,0.0273109,1.10297e-06
7.5,2.5,0.2,0.00244949
12.5,2.5,-0.2,0.00244949
17.5,2.5,-0.428571,0.00460973
22.5,2.5,-0.1,0.00248747
27.5,2.5,-0.230769,0.00575745
32.5,2.5,0.384615,0.00546199
37.5,2.5,-0.166667,0.00684731
42.5,2.5,0.166667,0.00684731
47.5,2.5,-0.285714,0.00488936
