#binCenter binHalfWidth A_raw dA
-47.5,2.5,0.017758,3.07909e-07
-42.5,2.5,0.0104167,3.3488e-07
-37.5,2.5,0.00958827,3.18099e-07
-32.5,2.5,-0.0283447,3.21239e-07
-27.5,2.5,-0.0239334,2.70626e-07
-22.5,2.5,0.0236394,3.02143e-07
-17.5,2.5,0.0235426,3.14116e-07
-12.5,2.5,-0.00113766,3.23565e-07
-7.5,2.5,0.0121244,6.94662e-08
-2.5,2.5,0.0440741,9.51985e-11
2.5,2.5,0.0337797,5.43909e-10
7.5,2.5,0.0316602,6.62217e-08
12.5,2.5,-0.0155294,2.21427e-07
17.5,2.5,-0.0192408,2.70372e-07
22.5,2.5,-0.0490731,2.96946e-07
27.5,2.5,0.00676437,3.17748e-07
32.5,2.5,-0.00340909,3.22829e-07
37.5,2.5,0.031746,3.21206e-07
42.5,2.5,-0.0207197,2.97241e-07
47.5,2.5,0.00694444,3.3489e-07
