cointime_bin_low_edge,Asymmetry_percent,Error_percent
70.000000,0.000000,0.000000
80.000000,-1.507538,3.544003
90.000000,-2.509653,3.105870
100.000000,3.625954,3.086979
110.000000,5.194602,0.720845
120.000000,3.200244,0.780350
130.000000,0.442870,2.976109
140.000000,-4.179409,3.189965
150.000000,6.614786,3.112083
160.000000,3.787103,3.196988
170.000000,0.000000,0.000000
180.000000,0.000000,0.000000
