#run A_phys dA_stat
3511 6.24048 0
3512 6.23954 0
3514 -0.103917 4.48485
3515 6.23742 0
3517 -0.808353 2.10033
3518 4.12177 1.92872
3519 -0.103821 2.00384
3520 -2.21526 2.43812
3521 -1.37045 2.77516
3523 2.00708 3.44697
3524 0.599631 2.09697
3525 -0.103677 2.58334
3526 -6.42992 0
3552 1.93159 2.34571
3553 1.15779 2.76294
3554 6.32635 0
3555 -0.10633 2.64944
3556 -2.28173 2.51128
3557 -1.04366 2.45176
3558 2.96449 1.50343
3559 -0.107938 3.29397
3560 2.09022 2.53834
3561 0.829449 2.45339
3562 0.485127 1.95459
3578 1.5234 2.23231
3579 0.710706 1.62299
3580 -2.73523 1.90388
3581 -0.840771 2.18457
3582 -0.107104 4.6224
3583 -0.10648 4.59544
3588 3.76363 2.3072
3589 -2.29642 1.5985
3590 -0.8512 2.21166
3591 5.12382 1.40992
3592 -0.85566 2.22325
3593 -1.44811 2.07353
3594 2.74974 1.61089
3595 -3.80602 1.84438
3596 -6.75371 0
3671 5.92008 0
3672 1.9512 3.351
3673 3.38127 1.73813
3694 -5.84892 0
3695 -2.0345 2.23918
3696 -6.0051 0
3697 5.80242 0
3698 5.79202 0
3701 -3.02044 2.53278
3702 -0.408401 1.35569
3703 -0.501276 1.55496
3704 1.42755 2.09185
3705 -0.100618 2.17123
3706 6.04983 0
3708 1.93497 3.32313
3709 1.41707 2.0765
3710 3.33461 1.31769
3711 -1.60691 2.06502
3712 1.13124 2.69957
3713 -2.584 1.79861
3714 2.37065 1.79107
3715 -0.574896 1.70378
3716 -0.574802 1.7035
3717 1.12646 1.90082
3718 -0.0995529 4.29649
3719 -1.49153 1.62859
3720 5.91869 0
3721 5.90642 0
3722 3.4206 2.09691
3723 2.83637 2.53959
3729 0.449317 1.81031
3730 -0.0964392 4.16211
3731 -6.03627 0
3732 0.913036 1.7293
3733 -0.100161 3.05665
3734 2.34064 1.76839
3737 3.95755 1.85188
3738 1.11669 2.66486
3739 2.94663 1.86557
3740 1.30867 1.64733
3741 -2.12862 1.65659
3742 -6.1437 0
3747 5.90637 0
3748 -0.749776 1.94813
3749 2.85071 1.47364
3750 1.876 2.27819
3752 2.20047 1.52989
3753 -0.0985913 3.00873
3754 1.92086 2.33268
3755 1.11817 1.88683
3756 2.68959 1.64854
3758 -0.983027 2.30932
3759 2.55324 2.11535
3761 3.61696 2.21729
3762 0.263143 1.50123
