#run A_phys dA_stat
5705 -1.44323 1.86798
5706 0.92285 1.95602
5707 -0.785044 1.6856
5708 -4.50868 2.21749
5709 0.665627 1.70406
5710 2.60804 2.51916
5711 -1.39778 2.27816
5712 -2.62437 4.18544
5713 2.03129 2.22563
5714 1.05114 1.68313
5717 0.813972 2.61445
5718 -1.63376 2.43396
5721 3.84315 2.39159
5722 0.648765 2.34886
5723 3.45185 1.66985
5724 -3.29196 1.3809
5725 0.938413 1.32956
5726 -0.978377 2.06132
5727 2.29134 2.11298
5728 -1.24014 3.07576
5730 -0.0653341 2.59066
5732 -1.23023 2.15749
5733 -1.87429 1.87113
5734 -0.0648289 2.34665
5735 -1.68712 3.55455
5736 -1.67789 3.53512
5737 -0.0640667 5.68052
5739 -1.37628 2.24311
5740 -0.524239 1.90014
5741 -1.17923 2.06805
5742 7.74525 0
5743 0.349677 1.79392
5744 0.592478 1.59927
5745 -1.49906 1.65587
5748 3.33592 2.70853
5751 -8.00639 0
5752 2.79702 1.48255
5753 -8.01911 0
5754 -1.65642 3.48987
5755 -0.0636247 3.98902
5756 -0.063952 1.41759
5761 -1.40619 1.62058
5762 0.941517 1.99558
5763 2.61332 2.52426
5764 1.53809 1.75487
5765 -1.90657 2.15509
5768 -1.95592 1.68465
5770 -1.94237 1.67297
5771 -283.344 -0
5773 -154.353 -42.8975
5778 2.27783 -46.3338
5779 -0.0635989 1.70024
5781 -0.48545 1.83504
5783 1.53776 2.02591
5784 -0.790387 1.69707
5785 1.71897 1.30378
5805 6.30124 0
5809 -1.19059 1.54099
5810 6.41864 0
5811 -6.50313 0
5815 0.656658 1.49141
5816 1.56577 1.566
5818 -2.99508 1.3978
5819 2.80914 1.61279
5820 -6.77328 0
5821 -6.52041 0
5828 1.05062 1.27258
5829 -1.16136 1.33843
5830 -3.34537 2.01645
5831 -0.0520987 4.61937
5832 2.10862 2.4945
5837 0.291514 1.49553
5838 -0.0522354 3.27495
5839 -0.783529 2.17959
5840 0.606471 1.46625
5841 0.454538 1.28906
5842 -6.64122 0
5843 6.52659 0
5844 6.51002 0
5852 -6.5541 0
5854 -2.83248 2.21574
5856 -1.0707 1.46232
5858 1.08772 1.5411
5859 2.34512 1.38762
5860 2.36893 1.40171
5861 -0.880371 1.64216
5862 0.29661 1.52167
5863 -0.319549 1.33108
5864 -1.64473 1.41662
5865 -0.0523795 1.64199
5866 1.721 1.58704
5868 0.806028 1.58072
5869 0.636843 1.53967
5870 0.926383 1.48337
5871 1.14858 1.62734
5872 3.33182 2.07338
5873 -1.89342 1.95668
5874 -0.0536732 4.75897
5875 2.18481 1.63467
5877 0.63962 1.23739
5879 0.903977 2.50713
5880 0.904236 1.77332
5881 -2.28623 2.57823
5882 3.11206 1.35015
5883 1.48632 1.80034
5884 -0.699548 1.19383
5885 0.90448 1.4483
5886 -2.29754 1.4959
5887 -1.11485 1.52262
5888 -1.53913 1.53653
5889 0.552065 1.41333
5890 -0.299024 1.27761
5891 2.16463 1.47846
5892 -1.22896 1.59065
5893 0.958085 1.35744
5894 0.380011 0.97286
5895 -0.94468 1.411
5896 -1.01414 2.51523
5897 6.51177 0
5898 -1.07054 1.28197
5899 2.16428 1.20697
5901 -0.655445 1.40733
5902 -0.0526489 2.08766
5903 0.547813 1.98336
5904 -0.791049 1.556
5912 83.8839 -73.1534
5914 47.3761 -64.7042
5915 -14.5234 -69.1536
5917 -29.4579 -94.6176
5918 -45.3259 -81.2988
5919 -59.8138 -58.132
5923 2.27783 -90.3216
5924 145.089 -123.678
5925 -92.9293 -77.7365
5926 17.3106 -65.4354
5927 -92.9293 -89.7623
5931 2.27783 -63.867
5932 73.6833 -97.776
5933 -107.577 -73.1234
5934 -92.9293 -109.936
5935 -79.3283 -73.1534
5936 -92.9293 -109.936
5937 -29.4579 -66.9049
5938 73.6833 -69.1379
5939 -283.344 -0
5941 2.27783 -76.3355
5942 124.687 -97.5381
5943 173.651 -51.0934
5944 97.485 -69.5295
5945 -26.2843 -63.5468
5947 -79.3283 -73.1534
5948 -69.1276 -69.1379
5949 -188.137 -86.9118
5950 -45.3259 -81.2988
5951 132.106 -76.7074
5952 49.8815 -81.2988
5965 2.27783 -142.811
5966 14.6962 -59.4999
5967 -92.9293 -109.936
5968 116.527 -82.7812
5971 -169.095 -102.187
5974 -12.7549 -65.4354
5975 -79.3283 -73.1534
5976 -50.615 -54.0171
5980 -120.131 -97.5381
5985 -54.8465 -62.5766
5986 2.27783 -71.4054
5987 73.6833 -69.1379
5988 -72.8858 -63.2164
5989 -169.095 -72.2571
5990 43.0809 -53.4238
5991 145.089 -50.4913
5994 47.3761 -64.7042
5995 2.27783 -90.3216
5996 145.089 -71.4054
5997 24.2487 -78.9824
5998 -33.4249 -70.8453
5999 -92.9293 -58.7632
6001 -11.3232 -62.257
6002 287.9 -0
6003 -75.6189 -58.5864
6004 43.0809 -75.5527
6005 2.27783 -67.3216
6006 -26.2843 -63.5468
6007 49.8815 -81.2988
6008 -72.8858 -63.2164
6009 43.0809 -106.848
6010 21.3193 -73.583
6012 2.27783 -90.3216
6013 -34.9772 -59.0474
6014 -54.8465 -55.9701
6016 -46.9674 -52.2442
6017 -58.9269 -52.7235
6018 2.27783 -67.3216
6019 -45.3259 -81.2988
6020 28.2434 -60.6426
6024 52.6818 -68.1862
6025 76.3278 -53.0885
6026 34.0135 -66.9049
6027 -84.6506 -56.731
6028 -29.4579 -66.9049
6029 2.27783 -60.8948
6030 145.089 -71.4054
6031 59.4022 -88.4967
6032 -169.095 -102.187
6033 28.2434 -60.6426
6034 -79.3283 -73.1534
6035 24.2487 -78.9824
6036 2.27783 -63.867
6037 59.4022 -62.5766
6038 37.9805 -70.8453
6039 -10.1405 -59.4999
6040 -11.3232 -62.257
6041 55.1707 -54.0171
6042 2.27783 -67.3216
6043 -54.8465 -62.5766
6044 -63.6348 -77.079
6048 2.27783 -76.3355
6050 -49.6533 -59.8797
6051 -29.4579 -66.9049
6052 105.102 -53.2942
6053 59.4022 -125.153
6060 22.6794 -53.8397
6061 -69.1276 -56.4508
6062 -63.6348 -77.079
6063 34.0135 -66.9049
6064 -63.6348 -77.079
6065 -140.533 -71.4054
6066 17.3106 -65.4354
6068 34.0135 -94.6176
6069 -140.533 -87.4534
6070 -54.8465 -62.5766
6071 19.0791 -69.1536
6072 -61.1936 -65.6384
6073 26.0796 -58.0995
6074 -14.5234 -69.1536
6075 -92.9293 -69.5295
6076 2.27783 -116.604
6077 -14.5234 -69.1536
6078 -14.5234 -69.1536
6079 -120.131 -97.5381
6081 -16.7636 -73.583
6082 -38.5252 -61.6886
6083 2.27783 -53.9774
