cointime_bin_low_edge,Asymmetry_percent,Error_percent
70.000000,0.000000,0.000000
80.000000,-4.761905,15.412830
90.000000,-45.454545,18.990290
100.000000,-14.285714,26.452003
110.000000,-33.333333,31.426968
120.000000,50.000000,43.301270
130.000000,0.000000,0.000000
140.000000,-100.000000,0.000000
150.000000,0.000000,0.000000
160.000000,0.000000,0.000000
170.000000,0.000000,0.000000
180.000000,0.000000,0.000000
190.000000,0.000000,0.000000
