cointime_bin_low_edge,Asymmetry_percent,Error_percent
-60.000000,0.000000,0.000000
-50.000000,1.416431,1.682942
-40.000000,-0.932994,1.681371
-30.000000,-0.080192,1.634956
-20.000000,1.129305,1.680150
-10.000000,4.293312,0.306525
0.000000,3.360356,0.462231
10.000000,-1.729249,1.571502
20.000000,-2.161863,1.664429
30.000000,1.418842,1.684373
40.000000,-0.729927,1.675489
50.000000,0.000000,0.000000
60.000000,0.000000,0.000000
