cointime_bin_low_edge,Asymmetry_percent,Error_percent
-60.000000,0.000000,0.000000
-50.000000,4.000000,7.553240
-40.000000,-2.928870,6.465687
-30.000000,3.641457,5.289051
-20.000000,1.463415,4.938119
-10.000000,5.570443,0.753916
0.000000,3.300783,0.897863
10.000000,-10.361446,4.882385
20.000000,-0.859599,5.352680
30.000000,-5.027933,5.278480
40.000000,2.590674,5.088158
50.000000,0.000000,0.000000
60.000000,0.000000,0.000000
