#run A_phys dA_stat
2506 -158.355 -62.0583
2507 -128.833 -82.163
2511 26.9063 -56.7169
2512 183.268 -82.7945
2516 -42.1625 -45.9468
2517 -65.776 -54.0225
2518 -106.25 -75.5935
2519 -10.7137 -71.5521
2520 25.3736 -53.486
2521 -63.6957 -53.917
2522 -47.2542 -60.2479
2523 24.7294 -105.611
2524 73.3452 -50.44
2525 38.2112 -66.4901
2526 132.051 -75.8362
2527 26.4564 -49.4869
2528 -65.3068 -52.6378
2529 0.478834 -81.0726
2531 236.71 -204.582
2535 -15.7611 -61.7956
2536 -325.439 -94.2179
2537 28.251 -65.9981
2539 -73.9915 -46.4264
2540 -33.5971 -44.969
2541 -55.8103 -50.5812
2542 5.37926 -46.1076
2543 -21.6089 -42.8906
2544 -69.2512 -44.9748
2545 0.420555 -293.586
2551 -60.3171 -45.1318
2552 -36.1849 -57.0372
2553 -40.2828 -47.5703
2554 -135.205 -46.1225
2555 66.4491 -53.8286
2556 58.2327 -46.2964
2557 53.5447 -46.717
2558 54.3966 -47.4602
2559 0.473279 -72.0973
2560 -7.97479 -62.6218
2561 -64.0449 -49.3682
2562 -77.824 -62.4102
2563 205.058 -97.1962
2564 230.37 -199.103
2565 35.8087 -89.8411
2566 -305.593 -139.696
2568 153.379 -249.709
2569 51.3107 -151.597
2570 -304.711 -139.292
2571 -54.3948 -90.7692
2572 -136.252 -48.6034
2574 -5.74825 -37.4977
2575 -29.6594 -43.9887
2576 -16.8788 -62.4571
2577 15.4656 -58.0994
2578 -20.6001 -68.1253
2579 19.9104 -46.1238
2580 26.4763 -47.3582
2581 7.50065 -55.1658
2583 -41.6106 -34.9704
2585 -43.5393 -40.2962
2586 -106.489 -40.3053
2587 -67.9684 -52.5434
2613 -0.197627 0.503806
2614 1.00669 0.681531
2615 -0.569912 0.512818
2616 -0.760281 0.563646
2617 0.592094 0.525711
2618 -0.00522254 0.438905
2619 1.26712 0.516902
2620 0.45359 0.483604
2621 0.164074 0.53797
2622 0.783524 0.552795
2623 1.31216 0.652446
2624 0.790547 0.487381
2625 0.128103 0.48072
2626 0.661215 0.47664
2627 -0.315796 0.478996
2628 -0.188219 0.561944
2629 0.0341847 0.451108
2630 1.18143 1.38767
2631 0.29127 0.465087
2632 -0.360673 0.775189
2633 1.22089 0.53832
2634 0.375975 0.968463
2635 0.639635 0.363095
2637 1.37754 0.430341
2638 0.154942 0.508029
2646 -0.212055 0.45136
2647 -0.372653 0.476248
2648 -0.118523 0.532066
2649 -0.00507982 0.983533
2650 0.341008 0.495651
2651 0.551107 0.455785
2659 -0.599477 0.511778
2660 -0.206582 0.498467
2661 -0.00501618 0.510782
2662 -1.04792 0.743014
2667 0.781147 0.476958
2668 -0.406215 0.472261
2669 0.229611 0.485018
2670 0.539939 0.49497
2671 0.476846 0.489189
2674 0.809353 0.48444
2676 -0.853317 0.494282
2677 0.276824 0.531059
2678 -0.00507268 2.04451
2679 0.466777 0.483626
2680 -0.183008 0.47054
2681 0.226249 0.535635
2683 0.626244 0.663359
2684 0.656417 0.518248
2685 -0.0678662 0.558473
2687 0.189895 0.491795
2688 0.638743 0.53504
2689 0.792279 0.491909
2690 -0.511633 0.598035
2691 0.14336 0.496985
2692 0.0369747 0.458612
