#run A_phys dA_stat
4051 121.643 -71.7859
4052 -88.9538 -102.882
4053 24.4445 -80.2592
4054 89.2435 -72.749
4055 89.2435 -145.498
4056 89.2435 -145.498
4057 66.9689 -91.5027
4058 0.144868 -84.5266
4059 1.96989 1.57163
4060 0.508442 1.52331
4061 -0.921716 2.01392
4062 -2.29658 1.40484
4063 1.1403 1.56482
4064 -0.00245122 1.59904
4065 -0.498567 1.47922
4066 -4.45095 0
4067 -0.00239424 2.20881
4068 2.2102 1.35493
4069 0.631636 1.66031
4070 4.44017 0
4071 4.44762 0
4072 -0.00241044 1.18865
4073 -0.00240159 3.13333
4074 0.400677 1.33133
4075 1.88523 1.50409
4076 -0.636134 1.6595
4077 1.48644 1.40372
4078 1.3169 1.03983
4079 3.01784 1.37857
4080 0.505304 1.51391
4081 -4.59903 0
4082 -0.917058 2.00374
4083 1.13492 1.55743
4084 -3.18941 1.18023
4085 1.01996 1.19557
4086 1.48013 1.71189
4087 -1.49191 2.43232
4088 0.889592 1.95429
4089 -0.889217 1.94291
4091 -4.36324 0
4092 -4.34061 0
4093 -1.44143 2.35003
4094 -0.00235444 3.07181
4095 2.61481 1.56058
4096 -1.46567 2.38955
4097 -1.48106 2.41464
4098 4.44635 0
4099 -0.00241677 1.57656
4100 -2.23459 1.36692
4101 -0.00242613 1.82751
4102 -1.27936 1.14467
4103 4.45021 0
4104 1.48269 1.71485
4105 -1.78461 1.29132
4106 -1.48846 2.42671
4107 -1.4934 2.43476
4114 -0.00257214 1.50078
4115 -0.949912 2.07553
4116 -1.57971 2.57547
4117 0.784869 1.34479
4118 4.71325 0
4119 2.82173 1.19082
4120 2.60488 1.30081
4121 0.777815 1.33271
4122 -0.00253309 3.30489
4155 -0.00256076 3.341
4156 0.40844 1.35712
4159 -0.899833 1.96611
4160 -0.494986 1.4686
4164 1.48863 1.72172
4165 -1.93612 1.0895
4167 1.04747 1.22781
4168 1.06789 1.25174
4169 -1.97854 1.57455
4170 1.15077 1.57918
4171 -0.00250104 1.33214
4172 4.61391 0
4173 -1.32369 1.18434
4174 -4.62187 0
4175 1.53742 1.45186
4176 1.53753 1.45196
4178 -0.0025041 2.31017
4179 1.53773 1.45215
4180 1.73037 1.07095
4181 -0.274343 1.11888
4182 -0.662723 1.22249
4186 -0.926931 2.02532
4187 0.240777 1.05897
4188 2.78643 1.17592
4190 -0.00255994 1.92831
4192 4.81488 0
4194 -0.00250866 3.27302
4195 -0.766639 1.30504
4196 2.26619 1.13432
4197 -3.37895 1.05281
4198 0.180005 0.911658
4199 3.58624 0.966713
4200 -0.662758 1.72895
4201 0.412714 1.37133
4202 4.54284 0
4203 -0.413846 0.960807
4204 -0.908528 1.9851
4214 -1.51369 1.42481
4215 0.646099 1.69833
4216 2.26808 1.39041
4217 -0.00246157 1.8542
4218 -2.72879 1.62567
4219 -1.51762 1.74955
4220 1.5741 1.82057
4223 -0.432473 1.54381
4224 2.82757 1.41532
4230 -5.31809 0
4231 0.297009 1.23385
4233 0.438158 1.45587
4234 -2.03544 1.61983
4251 -0.273425 1.11513
4252 -1.3966 0.991225
4253 0.932657 1.18293
4254 1.07698 0.89265
4256 -0.562026 0.925761
4257 0.356004 1.28887
4258 -0.670234 1.74845
4260 -0.00251192 3.27727
4261 2.82396 1.6854
4262 -0.9435 2.06152
4263 1.33943 1.20298
4264 -0.00254119 1.91418
4265 -0.277236 1.13068
4266 3.32534 1.2324
4273 4.51481 0
4274 0.75427 1.29236
4275 -0.920759 1.16153
4284 0.923926 2.02972
4285 1.54127 1.45549
4286 0.658192 1.73012
4288 -4.60159 0
4289 2.40604 0.93608
4290 -1.80697 1.30751
4292 -0.00241717 1.82076
4293 -0.00241093 3.14552
4294 -4.44193 0
4297 2.89482 1.05892
4298 -0.91996 2.01008
4299 -0.00256625 1.93306
4300 2.13448 1.70295
4302 5.13055 0
4303 0.446407 1.48328
4304 0.977104 1.51784
4305 -4.88617 0
4307 -0.323912 1.24162
4308 1.59955 1.51053
4309 4.78969 0
4310 2.38897 2.07116
4311 0.951216 2.08967
4315 1.57568 1.82241
4316 -4.73192 0
4320 -0.708945 1.84944
4323 -0.00271961 2.50899
4324 1.66499 1.57233
4328 -0.384454 1.37239
4329 0.490469 1.09717
4330 -0.380246 1.35737
4331 4.88247 0
4332 4.87031 0
4333 -0.00263438 1.71852
4334 2.07654 1.65672
4335 -0.00262593 3.42602
4339 0.999865 2.19655
4341 0.292423 1.2148
4343 -0.00270061 1.43844
4344 0.998818 2.19425
4354 -0.389897 1.39182
4355 -0.00271244 1.17963
4356 -0.721308 1.33056
