Q2,GEn_over_GD,dGEn_over_GD,dGEnPar_over_GD,dGEn_total
3.6308e-05,1.803772e-05,3.415008e-07,3.419312e-07,4.832594975104784e-07
3.6728e-05,1.824657e-05,3.454518e-07,3.458933e-07,4.888549080331811e-07
3.7154e-05,1.845783e-05,3.494485e-07,3.499012e-07,4.945150188959785e-07
3.7584e-05,1.867154e-05,3.534914e-07,3.539556e-07,5.002406787190743e-07
3.8019e-05,1.888773e-05,3.57581e-07,3.580569e-07,5.060325238545542e-07
3.8459e-05,1.910641e-05,3.617179e-07,3.622058e-07,5.118914735899105e-07
3.8905e-05,1.932763e-05,3.659027e-07,3.664027e-07,5.178182349382648e-07
3.9355e-05,1.955141e-05,3.701358e-07,3.706483e-07,5.238135858628812e-07
3.9811e-05,1.977779e-05,3.744178e-07,3.74943e-07,5.298782333761598e-07
4.0272e-05,2.000678e-05,3.787494e-07,3.792876e-07,5.360132381892447e-07
4.0738e-05,2.023842e-05,3.83131e-07,3.836824e-07,5.422190952288198e-07
4.121e-05,2.047275e-05,3.875633e-07,3.881282e-07,5.484968652072042e-07
4.1687e-05,2.070978e-05,3.920468e-07,3.926256e-07,5.548473259966205e-07
4.217e-05,2.094957e-05,3.965821e-07,3.97175e-07,5.612711846027818e-07
4.2658e-05,2.119212e-05,4.011699e-07,4.017771e-07,5.677694309756558e-07
4.3152e-05,2.143749e-05,4.058107e-07,4.064326e-07,5.743429137520981e-07
4.3652e-05,2.168569e-05,4.105052e-07,4.11142e-07,5.80992481355e-07
4.4157e-05,2.193677e-05,4.152539e-07,4.159059e-07,5.877189116576223e-07
4.4668e-05,2.219076e-05,4.200575e-07,4.207251e-07,5.945232653784543e-07
4.5186e-05,2.244769e-05,4.249166e-07,4.256001e-07,6.014063202823612e-07
4.5709e-05,2.270759e-05,4.298319e-07,4.305316e-07,6.083690663209052e-07
4.6238e-05,2.29705e-05,4.34804e-07,4.355203e-07,6.154124227931136e-07
4.6774e-05,2.323645e-05,4.398336e-07,4.405667e-07,6.225372381133919e-07
4.7315e-05,2.350548e-05,4.449213e-07,4.456717e-07,6.297445731203883e-07
4.7863e-05,2.377763e-05,4.500678e-07,4.508357e-07,6.37035205456755e-07
4.8417e-05,2.405293e-05,4.552738e-07,4.560596e-07,6.444102666148328e-07
4.8978e-05,2.433141e-05,4.6054e-07,4.613441e-07,6.518707465478184e-07
4.9545e-05,2.461312e-05,4.658671e-07,4.666898e-07,6.594175644358057e-07
5.0119e-05,2.489809e-05,4.712557e-07,4.720974e-07,6.670516395821616e-07
5.0699e-05,2.518636e-05,4.767066e-07,4.775676e-07,6.747740325867023e-07
5.1286e-05,2.547796e-05,4.822204e-07,4.831013e-07,6.825858043043746e-07
5.188e-05,2.577294e-05,4.877981e-07,4.886991e-07,6.904880858526234e-07
5.2481e-05,2.607134e-05,4.934401e-07,4.943617e-07,6.98481655245791e-07
5.3088e-05,2.637319e-05,4.991474e-07,5.0009e-07,7.065678559252182e-07
5.3703e-05,2.667854e-05,5.049207e-07,5.058846e-07,7.147476070653542e-07
5.4325e-05,2.698741e-05,5.107606e-07,5.117464e-07,7.230219695315765e-07
5.4954e-05,2.729987e-05,5.166681e-07,5.176761e-07,7.313921452058532e-07
5.559e-05,2.761594e-05,5.226438e-07,5.236745e-07,7.398591241774951e-07
5.6234e-05,2.793567e-05,5.286886e-07,5.297424e-07,7.484241084623877e-07
5.6885e-05,2.82591e-05,5.348032e-07,5.358806e-07,7.570881587943375e-07
5.7544e-05,2.858628e-05,5.409885e-07,5.420899e-07,7.658524771875195e-07
5.821e-05,2.891724e-05,5.472453e-07,5.483712e-07,7.74718265798303e-07
5.8884e-05,2.925204e-05,5.535744e-07,5.547253e-07,7.836866560019061e-07
5.9566e-05,2.959071e-05,5.599766e-07,5.61153e-07,7.927587791734381e-07
6.0256e-05,2.99333e-05,5.664528e-07,5.676552e-07,8.019359081091705e-07
6.0954e-05,3.027986e-05,5.730039e-07,5.742327e-07,8.112192448188714e-07
6.166e-05,3.063042e-05,5.796306e-07,5.808864e-07,8.2060992082799e-07
6.2373e-05,3.098505e-05,5.86334e-07,5.876173e-07,8.301094209893597e-07
6.3096e-05,3.134378e-05,5.931148e-07,5.944261e-07,8.397187352561869e-07
6.3826e-05,3.170666e-05,5.999739e-07,6.013138e-07,8.494392072135887e-07
6.4565e-05,3.207375e-05,6.069123e-07,6.082813e-07,8.592721802903781e-07
6.5313e-05,3.244508e-05,6.139309e-07,6.153296e-07,8.692189980729655e-07
6.6069e-05,3.282071e-05,6.210306e-07,6.224595e-07,8.792808625670242e-07
6.6834e-05,3.320069e-05,6.282123e-07,6.296721e-07,8.894591881529472e-07
6.7608e-05,3.358507e-05,6.35477e-07,6.369682e-07,8.997552474646868e-07
6.8391e-05,3.39739e-05,6.428257e-07,6.443489e-07,9.101705255124997e-07
6.9183e-05,3.436723e-05,6.502592e-07,6.51815e-07,9.207061536720822e-07
6.9984e-05,3.476511e-05,6.577787e-07,6.593677e-07,9.313638290039935e-07
7.0795e-05,3.51676e-05,6.65385e-07,6.670079e-07,9.421447536803514e-07
7.1614e-05,3.557474e-05,6.730793e-07,6.747367e-07,9.530505539662521e-07
7.2444e-05,3.59866e-05,6.808624e-07,6.82555e-07,9.640824320351244e-07
7.3282e-05,3.640323e-05,6.887355e-07,6.904639e-07,9.752420141500571e-07
7.4131e-05,3.682467e-05,6.966995e-07,6.984644e-07,9.865306439070254e-07
7.4989e-05,3.7251e-05,7.047556e-07,7.065576e-07,9.97949947567071e-07
7.5858e-05,3.768226e-05,7.129048e-07,7.147446e-07,1.009501410148693e-06
7.6736e-05,3.811852e-05,7.211481e-07,7.230265e-07,1.0211865166735507e-06
7.7625e-05,3.855982e-05,7.294866e-07,7.314043e-07,1.033006751980862e-06
7.8524e-05,3.900623e-05,7.379216e-07,7.398792e-07,1.044963883748716e-06
7.9433e-05,3.945781e-05,7.464539e-07,7.484523e-07,1.057059255765967e-06
8.0353e-05,3.991461e-05,7.550849e-07,7.571248e-07,1.0692947063289196e-06
8.1283e-05,4.03767e-05,7.638156e-07,7.658977e-07,1.081671649655592e-06
8.2224e-05,4.084414e-05,7.726472e-07,7.747723e-07,1.0941918536139492e-06
8.3176e-05,4.131699e-05,7.815808e-07,7.837497e-07,1.1068568738453631e-06
8.414e-05,4.179532e-05,7.906177e-07,7.928312e-07,1.1196685488334172e-06
8.5114e-05,4.227918e-05,7.99759e-07,8.020178e-07,1.1326283634086867e-06
8.6099e-05,4.276864e-05,8.090059e-07,8.11311e-07,1.1457382270640227e-06
8.7096e-05,4.326376e-05,8.183596e-07,8.207118e-07,1.1589996952421514e-06
8.8105e-05,4.376462e-05,8.278215e-07,8.302215e-07,1.1724146770338982e-06
8.9125e-05,4.427127e-05,8.373927e-07,8.398414e-07,1.185984869704184e-06
9.0157e-05,4.478379e-05,8.470744e-07,8.495728e-07,1.199712041131204e-06
9.1201e-05,4.530224e-05,8.568681e-07,8.59417e-07,1.2135981710132107e-06
9.2257e-05,4.582669e-05,8.667749e-07,8.693752e-07,1.227644885805765e-06
9.3325e-05,4.635721e-05,8.767962e-07,8.794488e-07,1.2418541654139105e-06
9.4406e-05,4.689387e-05,8.869334e-07,8.896391e-07,1.256227918924098e-06
9.5499e-05,4.743674e-05,8.971876e-07,8.999475e-07,1.270767914432061e-06
9.6605e-05,4.798589e-05,9.075604e-07,9.103753e-07,1.28547620222945e-06
9.7724e-05,4.85414e-05,9.18053e-07,9.20924e-07,1.3003546918379616e-06
9.8855e-05,4.910334e-05,9.286669e-07,9.315949e-07,1.3154053629439177e-06
0.0001,4.967178e-05,9.394035e-07,9.423895e-07,1.33063026627328e-06
0.00010116,5.02468e-05,9.502641e-07,9.533091e-07,1.3460312403104246e-06
0.00010233,5.082848e-05,9.612503e-07,9.643553e-07,1.3616105478029244e-06
0.00010351,5.141688e-05,9.723634e-07,9.755294e-07,1.3773700272344828e-06
0.00010471,5.20121e-05,9.83605e-07,9.868331e-07,1.3933120121783957e-06
0.00010593,5.261421e-05,9.949765e-07,9.982677e-07,1.4094384117142331e-06
0.00010715,5.322328e-05,1.00648e-06,1.009835e-06,1.4257519832092118e-06
0.00010839,5.38394e-05,1.018115e-06,1.021536e-06,1.4422530819939335e-06
0.00010965,5.446266e-05,1.029886e-06,1.033373e-06,1.4589465137985697e-06
0.00011092,5.509312e-05,1.041792e-06,1.045346e-06,1.4758315727006249e-06
0.0001122,5.573089e-05,1.053836e-06,1.057459e-06,1.4929132096598917e-06
0.0001135,5.637603e-05,1.06602e-06,1.069712e-06,1.5101928364761899e-06
0.00011482,5.702864e-05,1.078344e-06,1.082107e-06,1.5276718698022164e-06
0.00011614,5.76888e-05,1.090811e-06,1.094646e-06,1.5453538439583992e-06
0.00011749,5.83566e-05,1.103421e-06,1.107329e-06,1.5632387589495086e-06
0.00011885,5.903213e-05,1.116178e-06,1.12016e-06,1.5813322716254166e-06
0.00012023,5.971548e-05,1.129082e-06,1.13314e-06,1.5996350903640494e-06
0.00012162,6.040673e-05,1.142136e-06,1.14627e-06,1.6181500410641775e-06
0.00012303,6.110598e-05,1.15534e-06,1.159552e-06,1.636878540486129e-06
0.00012445,6.181333e-05,1.168697e-06,1.172988e-06,1.6558241228925855e-06
0.00012589,6.252886e-05,1.182208e-06,1.186579e-06,1.6749882024972596e-06
0.00012735,6.325267e-05,1.195876e-06,1.200328e-06,1.694375021935817e-06
0.00012882,6.398486e-05,1.209702e-06,1.214237e-06,1.713986703849537e-06
0.00013032,6.472552e-05,1.223687e-06,1.228306e-06,1.7338239540406056e-06
0.00013183,6.547474e-05,1.237835e-06,1.242539e-06,1.7538924293542063e-06
0.00013335,6.623264e-05,1.252146e-06,1.256936e-06,1.7741921297909086e-06
0.0001349,6.699931e-05,1.266622e-06,1.271501e-06,1.7947273007019759e-06
0.00013646,6.777485e-05,1.281267e-06,1.286234e-06,1.8155007650907229e-06
0.00013804,6.855937e-05,1.29608e-06,1.301138e-06,1.836513942621727e-06
0.00013964,6.935296e-05,1.311065e-06,1.316214e-06,1.857770364717071e-06
0.00014125,7.015573e-05,1.326224e-06,1.331465e-06,1.8792735682707293e-06
0.00014289,7.09678e-05,1.341557e-06,1.346893e-06,1.9010249702983915e-06
0.00014454,7.178926e-05,1.357069e-06,1.3625e-06,1.9230295163519985e-06
0.00014622,7.262022e-05,1.372759e-06,1.378287e-06,1.9452872092444346e-06
0.00014791,7.34608e-05,1.388632e-06,1.394258e-06,1.9678044115175677e-06
0.00014962,7.431111e-05,1.404688e-06,1.410413e-06,1.9905811231680563e-06
0.00015136,7.517125e-05,1.42093e-06,1.426756e-06,2.0136222953761713e-06
0.00015311,7.604135e-05,1.43736e-06,1.443288e-06,2.036930048024232e-06
0.00015488,7.692151e-05,1.453981e-06,1.460012e-06,2.060508623739537e-06
0.00015668,7.781186e-05,1.470793e-06,1.476929e-06,2.08435873109453e-06
0.00015849,7.871251e-05,1.487801e-06,1.494043e-06,2.108486732576233e-06
0.00016032,7.962357e-05,1.505006e-06,1.511354e-06,2.132893333796137e-06
0.00016218,8.054518e-05,1.522409e-06,1.528867e-06,2.157582783341117e-06
0.00016406,8.147746e-05,1.540015e-06,1.546582e-06,2.182558609281547e-06
0.00016596,8.242051e-05,1.557825e-06,1.564502e-06,2.207823643008879e-06
0.00016788,8.337448e-05,1.57584e-06,1.582631e-06,2.2333814246028376e-06
0.00016982,8.433949e-05,1.594065e-06,1.600969e-06,2.259235482012887e-06
0.00017179,8.531566e-05,1.612501e-06,1.61952e-06,2.2853893553180386e-06
0.00017378,8.630312e-05,1.631151e-06,1.638285e-06,2.3118458698680587e-06
0.00017579,8.730201e-05,1.650017e-06,1.657268e-06,2.3386092713647144e-06
0.00017783,8.831245e-05,1.669101e-06,1.676471e-06,2.3656823882427665e-06
0.00017989,8.933458e-05,1.688407e-06,1.695897e-06,2.39307016868666e-06
0.00018197,9.036854e-05,1.707937e-06,1.715548e-06,2.4207754411082825e-06
0.00018408,9.141446e-05,1.727694e-06,1.735426e-06,2.4488017394456416e-06
0.00018621,9.247248e-05,1.74768e-06,1.755535e-06,2.4771533094713778e-06
0.00018836,9.354273e-05,1.767898e-06,1.775876e-06,2.505832976433186e-06
0.00019055,9.462537e-05,1.78835e-06,1.796454e-06,2.534845694833514e-06
0.00019275,9.572053e-05,1.80904e-06,1.817269e-06,2.564194286703135e-06
0.00019498,9.682836e-05,1.82997e-06,1.838327e-06,2.5938844152793317e-06
0.00019724,9.794901e-05,1.851143e-06,1.859628e-06,2.6239181970543594e-06
0.00019953,9.908262e-05,1.872562e-06,1.881175e-06,2.6542998746315384e-06
0.00020184,0.0001002293,1.89423e-06,1.902973e-06,2.6850351080812703e-06
0.00020417,0.0001013893,1.91615e-06,1.925023e-06,2.716126722564505e-06
0.00020654,0.0001025627,1.938325e-06,1.947328e-06,2.7475789606868447e-06
0.00020893,0.0001037497,1.960757e-06,1.969893e-06,2.7793967770899495e-06
0.00021135,0.0001049504,1.98345e-06,1.992718e-06,2.8115829936219203e-06
0.0002138,0.000106165,2.006407e-06,2.015808e-06,2.8441432703914546e-06
0.00021627,0.0001073936,2.029632e-06,2.039165e-06,2.8770818467066588e-06
0.00021878,0.0001086365,2.053126e-06,2.062794e-06,2.9104029718085433e-06
0.00022131,0.0001098937,2.076894e-06,2.086696e-06,2.944110881684316e-06
0.00022387,0.0001111655,2.100939e-06,2.110875e-06,2.9782105277072004e-06
0.00022646,0.000112452,2.125263e-06,2.135334e-06,3.0127054470566813e-06
0.00022909,0.0001137533,2.149872e-06,2.160076e-06,3.047601998647461e-06
0.00023174,0.0001150698,2.174766e-06,2.185105e-06,3.0829030175762907e-06
0.00023442,0.0001164014,2.199951e-06,2.210424e-06,3.1186148627518912e-06
0.00023714,0.0001177484,2.22543e-06,2.236037e-06,3.1547424855713656e-06
0.00023988,0.000119111,2.251205e-06,2.261946e-06,3.191288714444527e-06
0.00024266,0.0001204894,2.277282e-06,2.288156e-06,3.2282613258316e-06
0.00024547,0.0001218837,2.303663e-06,2.314669e-06,3.2656631481415837e-06
0.00024831,0.0001232942,2.330351e-06,2.34149e-06,3.3034998415772627e-06
0.00025119,0.0001247209,2.357352e-06,2.368621e-06,3.3417770562299632e-06
0.0002541,0.0001261642,2.384667e-06,2.396067e-06,3.380499041469765e-06
0.00025704,0.0001276241,2.412302e-06,2.42383e-06,3.4196714473914007e-06
0.00026002,0.0001291009,2.44026e-06,2.451916e-06,3.459300642999391e-06
0.00026303,0.0001305948,2.468545e-06,2.480326e-06,3.499390158770668e-06
0.00026607,0.000132106,2.497161e-06,2.509066e-06,3.539947069134933e-06
0.00026915,0.0001336346,2.526112e-06,2.538139e-06,3.580976322159224e-06
0.00027227,0.000135181,2.555402e-06,2.567549e-06,3.622483574704653e-06
0.00027542,0.0001367452,2.585035e-06,2.5973e-06,3.664474483636774e-06
0.00027861,0.0001383275,2.615015e-06,2.627395e-06,3.7069539970506785e-06
0.00028184,0.000139928,2.645346e-06,2.657839e-06,3.7499284806029298e-06
0.0002851,0.0001415471,2.676034e-06,2.688636e-06,3.793405002059759e-06
0.0002884,0.0001431849,2.707081e-06,2.71979e-06,3.83738780743633e-06
0.00029174,0.0001448417,2.738493e-06,2.751304e-06,3.881883255774831e-06
0.00029512,0.0001465176,2.770274e-06,2.783184e-06,3.926898421519456e-06
0.00029854,0.0001482129,2.802429e-06,2.815433e-06,3.972438958313897e-06
0.000302,0.0001499278,2.834961e-06,2.848056e-06,4.018510526383749e-06
0.00030549,0.0001516625,2.867877e-06,2.881057e-06,4.065120899109644e-06
0.00030903,0.0001534172,2.901179e-06,2.914441e-06,4.112275031235386e-06
0.00031261,0.0001551923,2.934874e-06,2.948211e-06,4.1599799874995795e-06
0.00031623,0.0001569878,2.968966e-06,2.982372e-06,4.208242133663414e-06
0.00031989,0.0001588042,3.00346e-06,3.016929e-06,4.257068540984629e-06
0.00032359,0.0001606415,3.038361e-06,3.051887e-06,4.306466280732963e-06
0.00032734,0.0001625001,3.073674e-06,3.08725e-06,4.356441715526102e-06
0.00033113,0.0001643801,3.109405e-06,3.123022e-06,4.407001913603964e-06
0.00033497,0.0001662819,3.145557e-06,3.159209e-06,4.4581532438813715e-06
0.00033884,0.0001682056,3.182137e-06,3.195816e-06,4.5099041888520204e-06
0.00034277,0.0001701516,3.21915e-06,3.232846e-06,4.5622604027188104e-06
0.00034674,0.0001721201,3.256602e-06,3.270306e-06,4.615231079809547e-06
0.00035075,0.0001741114,3.294497e-06,3.308199e-06,4.66882116884016e-06
0.00035481,0.0001761256,3.332842e-06,3.346532e-06,4.723040569801195e-06
0.00035892,0.0001781632,3.371642e-06,3.385309e-06,4.777895645746671e-06
0.00036308,0.0001802243,3.410904e-06,3.424535e-06,4.8333948797342225e-06
0.00036728,0.0001823092,3.450632e-06,3.464216e-06,4.889545346356858e-06
0.00037154,0.0001844182,3.490832e-06,3.504356e-06,4.9463541145939e-06
0.00037584,0.0001865516,3.531511e-06,3.544962e-06,5.003831084735475e-06
0.00038019,0.0001887096,3.572676e-06,3.586038e-06,5.06198403182191e-06
0.00038459,0.0001908926,3.614331e-06,3.62759e-06,5.120820030586996e-06
0.00038905,0.0001931008,3.656484e-06,3.669623e-06,5.1803482705687845e-06
0.00039355,0.0001953345,3.69914e-06,3.712144e-06,5.240577240756594e-06
0.00039811,0.0001975941,3.742306e-06,3.755157e-06,5.301514716784723e-06
0.00040272,0.0001998797,3.78599e-06,3.798669e-06,5.363171305455477e-06
0.00040738,0.0002021918,3.830197e-06,3.842685e-06,5.42555407935761e-06
0.0004121,0.0002045305,3.874934e-06,3.887211e-06,5.488672231321251e-06
0.00041687,0.0002068963,3.920208e-06,3.932252e-06,5.552534246158956e-06
0.0004217,0.0002092895,3.966027e-06,3.977816e-06,5.617151439527423e-06
0.00042658,0.0002117103,4.012397e-06,4.023908e-06,5.682531590591732e-06
0.00043152,0.000214159,4.059326e-06,4.070533e-06,5.748683890975829e-06
0.00043652,0.0002166361,4.10682e-06,4.117699e-06,5.815618244606587e-06
0.00044157,0.0002191417,4.154888e-06,4.165412e-06,5.883345257783874e-06
0.00044668,0.0002216763,4.203537e-06,4.213677e-06,5.951873416891357e-06
0.00045186,0.0002242402,4.252775e-06,4.262502e-06,6.021214038765687e-06
0.00045709,0.0002268337,4.302609e-06,4.311892e-06,6.091375610364624e-06
0.00046238,0.0002294572,4.353048e-06,4.361855e-06,6.1623701553321995e-06
0.00046774,0.000232111,4.4041e-06,4.412396e-06,6.234206867823364e-06
0.00047315,0.0002347954,4.455772e-06,4.463524e-06,6.306897067065547e-06
0.00047863,0.0002375108,4.508074e-06,4.515243e-06,6.380450653247386e-06
0.00048417,0.0002402576,4.561014e-06,4.567562e-06,6.454879652792917e-06
0.00048978,0.0002430362,4.6146e-06,4.620487e-06,6.530193969337282e-06
0.00049545,0.0002458468,4.668841e-06,4.674026e-06,6.606405628778557e-06
0.00050119,0.0002486899,4.723747e-06,4.728184e-06,6.683525241806527e-06
0.00050699,0.0002515658,4.779326e-06,4.782971e-06,6.761565543653111e-06
0.00051286,0.0002544749,4.835587e-06,4.838392e-06,6.840536439507723e-06
0.0005188,0.0002574176,4.892541e-06,4.894455e-06,6.920451371385106e-06
0.00052481,0.0002603943,4.950197e-06,4.951168e-06,7.001322368169673e-06
0.00053088,0.0002634054,5.008563e-06,5.008538e-06,7.083160044952606e-06
0.00053703,0.0002664513,5.067652e-06,5.066573e-06,7.165979260187194e-06
0.00054325,0.0002695323,5.127471e-06,5.12528e-06,7.249789923455783e-06
0.00054954,0.0002726489,5.188033e-06,5.184668e-06,7.334607602272462e-06
0.0005559,0.0002758015,5.249347e-06,5.244743e-06,7.420442915517779e-06
0.00056234,0.0002789905,5.311424e-06,5.305515e-06,7.507310725086647e-06
0.00056885,0.0002822163,5.374275e-06,5.366991e-06,7.595223773510956e-06
0.00057544,0.0002854794,5.43791e-06,5.429179e-06,7.684194803760574e-06
0.0005821,0.0002887801,5.502342e-06,5.492088e-06,7.774239389464927e-06
0.00058884,0.0002921189,5.567582e-06,5.555726e-06,7.86537098386338e-06
0.00059566,0.0002954963,5.633641e-06,5.620101e-06,7.957603041562328e-06
0.00060256,0.0002989126,5.700531e-06,5.685222e-06,8.050950432790218e-06
0.00060954,0.0003023684,5.768265e-06,5.751098e-06,8.145428737385713e-06
0.0006166,0.0003058641,5.836855e-06,5.817737e-06,8.241052122890256e-06
0.00062373,0.0003094002,5.906313e-06,5.885148e-06,8.337835464667854e-06
0.00063096,0.000312977,5.976652e-06,5.95334e-06,8.435794348175161e-06
0.00063826,0.0003165951,6.047886e-06,6.022322e-06,8.53494506957602e-06
0.00064565,0.000320255,6.120027e-06,6.092104e-06,8.635303215726996e-06
0.00065313,0.0003239572,6.19309e-06,6.162694e-06,8.736885090564944e-06
0.00066069,0.000327702,6.267088e-06,6.234103e-06,8.839707699599179e-06
0.00066834,0.0003314901,6.342035e-06,6.306338e-06,8.9437859383747e-06
0.00067608,0.0003353218,6.417946e-06,6.379411e-06,9.049138940575341e-06
0.00068391,0.0003391978,6.494836e-06,6.45333e-06,9.15578302253805e-06
0.00069183,0.0003431185,6.572719e-06,6.528106e-06,9.26373590945883e-06
0.00069984,0.0003470845,6.651611e-06,6.603748e-06,9.373015338877078e-06
0.00070795,0.0003510962,6.731528e-06,6.680267e-06,9.48364046166202e-06
0.00071614,0.0003551542,6.812485e-06,6.757673e-06,9.595629017951558e-06
0.00072444,0.000359259,6.894498e-06,6.835975e-06,9.708998757473863e-06
0.00073282,0.0003634112,6.977585e-06,6.915184e-06,9.823770263299167e-06
0.00074131,0.0003676112,7.061762e-06,6.995312e-06,9.939963406471272e-06
0.00074989,0.0003718597,7.147046e-06,7.076368e-06,1.0057596661108457e-05
0.00075858,0.0003761572,7.233456e-06,7.158363e-06,1.0176691335778294e-05
0.00076736,0.0003805043,7.321008e-06,7.241308e-06,1.0297266612403895e-05
0.00077625,0.0003849015,7.409723e-06,7.325214e-06,1.0419345232908113e-05
0.00078524,0.0003893495,7.499617e-06,7.410093e-06,1.0542947093452475e-05
0.00079433,0.0003938487,7.590711e-06,7.495955e-06,1.0668094246281572e-05
0.00080353,0.0003983998,7.683024e-06,7.582812e-06,1.0794808734383393e-05
0.00081283,0.0004030034,7.776577e-06,7.670675e-06,1.0923113328742587e-05
0.00082224,0.0004076601,7.871389e-06,7.759557e-06,1.1053030789135168e-05
0.00083176,0.0004123704,7.967481e-06,7.849468e-06,1.1184583200476673e-05
0.0008414,0.0004171351,8.064875e-06,7.940421e-06,1.1317795475394755e-05
0.00085114,0.0004219547,8.163592e-06,8.032428e-06,1.1452691121201514e-05
0.00086099,0.0004268299,8.263656e-06,8.125501e-06,1.1589295793418037e-05
0.00087096,0.0004317613,8.365088e-06,8.219653e-06,1.1727633720753431e-05
0.00088105,0.0004367495,8.467912e-06,8.314895e-06,1.1867729879836708e-05
0.00089125,0.0004417952,8.572151e-06,8.411242e-06,1.2009611348805797e-05
0.00090157,0.0004468991,8.67783e-06,8.508704e-06,1.2153303142294938e-05
0.00091201,0.0004520618,8.784975e-06,8.607296e-06,1.2298834505035061e-05
0.00092257,0.000457284,8.893609e-06,8.70703e-06,1.2446230452059814e-05
0.00093325,0.0004625664,9.00376e-06,8.80792e-06,1.2595520984222924e-05
0.00094406,0.0004679096,9.115453e-06,8.909979e-06,1.274673327467277e-05
0.00095499,0.0004733144,9.228716e-06,9.01322e-06,1.2899896657611488e-05
0.00096605,0.0004787816,9.343577e-06,9.117658e-06,1.3055041882732242e-05
0.00097724,0.0004843116,9.460064e-06,9.223306e-06,1.3212198320254355e-05
0.00098855,0.0004899055,9.578206e-06,9.330178e-06,1.3371396774089085e-05
0.001,0.0004955637,9.698032e-06,9.438803e-06,1.3533027257263359e-05
0.0010116,0.0005012871,9.819574e-06,9.546942e-06,1.3695551653469092e-05
0.0010233,0.0005070765,9.942863e-06,9.658852e-06,1.386196041671859e-05
0.0010351,0.0005129326,1.006793e-05,9.774407e-06,1.4032186097916068e-05
0.0010471,0.0005188561,1.019481e-05,9.893492e-06,1.420617242223126e-05
0.0010593,0.0005248478,1.032353e-05,1.0016e-05,1.4383863446963755e-05
0.0010715,0.0005309085,1.045413e-05,1.014183e-05,1.4565217121821426e-05
0.0010839,0.000537039,1.058664e-05,1.02709e-05,1.4750197737644063e-05
0.0010965,0.0005432401,1.07211e-05,1.040311e-05,1.493876443626112e-05
0.0011092,0.0005495126,1.085755e-05,1.053839e-05,1.5130897388938967e-05
0.001122,0.0005558574,1.099601e-05,1.067667e-05,1.532656250465185e-05
0.001135,0.0005622751,1.113654e-05,1.081788e-05,1.5525754437900916e-05
0.0011482,0.0005687668,1.127917e-05,1.096197e-05,1.572846026061674e-05
0.0011614,0.0005753332,1.142394e-05,1.110888e-05,1.5934667237755546e-05
0.0011749,0.0005819751,1.157089e-05,1.125857e-05,1.614437653912346e-05
0.0011885,0.0005886935,1.172007e-05,1.141099e-05,1.635758947965745e-05
0.0012023,0.0005954893,1.187151e-05,1.156611e-05,1.6574306930071014e-05
0.0012162,0.0006023632,1.202526e-05,1.172389e-05,1.679453705225899e-05
0.0012303,0.0006093162,1.218136e-05,1.188433e-05,1.7018308699706326e-05
0.0012445,0.0006163493,1.233987e-05,1.204739e-05,1.7245637054890145e-05
0.0012589,0.0006234632,1.250083e-05,1.221306e-05,1.7476543858912722e-05
0.0012735,0.000630659,1.266428e-05,1.238134e-05,1.7711057792068776e-05
0.0012882,0.0006379376,1.283028e-05,1.255222e-05,1.794921479638594e-05
0.0013032,0.0006452999,1.299887e-05,1.27257e-05,1.8191043449096042e-05
0.0013183,0.0006527469,1.317012e-05,1.290179e-05,1.8436600717553657e-05
0.0013335,0.0006602795,1.334407e-05,1.308049e-05,1.868591509145324e-05
0.001349,0.0006678988,1.352077e-05,1.326184e-05,1.8939050176249602e-05
0.0013646,0.0006756057,1.370029e-05,1.344584e-05,1.9196055828989974e-05
0.0013804,0.0006834012,1.388268e-05,1.363253e-05,1.94569956104045e-05
0.0013964,0.0006912863,1.406799e-05,1.382193e-05,1.972191906395014e-05
0.0014125,0.0006992621,1.42563e-05,1.401408e-05,1.9990911133222516e-05
0.0014289,0.0007073296,1.444765e-05,1.420901e-05,2.0264021212548117e-05
0.0014454,0.0007154898,1.464211e-05,1.440678e-05,2.0541341125167558e-05
0.0014622,0.0007237438,1.483976e-05,1.460744e-05,2.082296281058966e-05
0.0014791,0.0007320927,1.504064e-05,1.481102e-05,2.110893566833724e-05
0.0014962,0.0007405375,1.524483e-05,1.50176e-05,2.1399372689144417e-05
0.0015136,0.0007490794,1.54524e-05,1.522723e-05,2.1694358696050455e-05
0.0015311,0.0007577193,1.566343e-05,1.543997e-05,2.1993992656309586e-05
0.0015488,0.0007664586,1.587797e-05,1.565591e-05,2.229837324221209e-05
0.0015668,0.0007752983,1.609611e-05,1.587511e-05,2.2607606566025518e-05
0.0015849,0.0007842395,1.631792e-05,1.609764e-05,2.292179152457329e-05
0.0016032,0.0007932834,1.654348e-05,1.63236e-05,2.324105521421951e-05
0.0016218,0.0008024311,1.677287e-05,1.655306e-05,2.356550367381313e-05
0.0016406,0.0008116839,1.700617e-05,1.678612e-05,2.389526402288328e-05
0.0016596,0.000821043,1.724346e-05,1.702287e-05,2.4230456368143376e-05
0.0016788,0.0008305095,1.748483e-05,1.72634e-05,2.4571207941183927e-05
0.0016982,0.0008400847,1.773037e-05,1.750782e-05,2.4917660032380647e-05
0.0017179,0.0008497698,1.798017e-05,1.775622e-05,2.526993988748885e-05
0.0017378,0.0008595661,1.823431e-05,1.800873e-05,2.562819574977919e-05
0.0017579,0.0008694748,1.849289e-05,1.826544e-05,2.599256199272592e-05
