#run N+ N- A_raw dA_raw beamPol dBeam targetPol dTgt
2613 64 57 0.0578512 0.0907568 86.488 0.08 42.0587 0.639423
2614 38 21 0.288136 0.124668 86.488 0.08 42.4276 0.573079
2615 51 64 -0.113043 0.0926527 86.488 0.08 42.909 0.622039
2616 48 45 0.0322581 0.103641 86.488 0.08 43.1253 0.630136
2617 42 49 -0.0769231 0.104518 86.488 0.08 43.1322 0.689899
2618 84 67 0.112583 0.0808615 86.488 0.08 43.1544 0.619282
2619 49 47 0.0208333 0.10204 86.488 0.08 43.2567 0.665229
2620 55 66 -0.0909091 0.0905327 86.488 0.08 43.3011 0.635716
2621 49 53 -0.0392157 0.0989386 86.488 0.08 43.3371 0.694982
2622 46 35 0.135802 0.110082 86.488 0.08 43.1389 0.686627
2623 36 28 0.125 0.12402 86.488 0.08 42.9382 0.62369
2624 62 59 0.0247934 0.0908811 86.488 0.08 42.8209 0.62595
2625 51 58 -0.0642202 0.0955849 86.488 0.08 42.7779 0.701637
2626 60 54 0.0526316 0.0935288 86.488 0.08 42.801 0.670251
2627 62 60 0.0163934 0.0905236 86.488 0.08 42.8691 0.648789
2628 40 52 -0.130435 0.103367 86.488 0.08 42.9203 0.662388
2629 69 79 -0.0675676 0.0820116 86.488 0.08 43.0929 0.639698
2630 8 5 0.230769 0.269864 86.488 0.08 43.2708 0.62278
2631 74 54 0.15625 0.0873027 86.488 0.08 43.4182 0.601752
2632 29 26 0.0545455 0.134639 86.488 0.08 43.6634 0.619843
2633 54 49 0.0485437 0.0984168 86.488 0.08 44.287 0.669163
2634 14 19 -0.151515 0.172068 86.488 0.08 44.9422 0.666674
2635 98 90 0.0425532 0.0728664 86.488 0.08 46.4418 0.69392
2637 72 47 0.210084 0.0896241 86.488 0.08 46.1862 0.699111
2638 38 45 -0.0843373 0.109373 86.488 0.08 45.8916 0.763512
2646 47 53 -0.06 0.0998198 86.488 0.08 45.1448 0.669902
2647 47 58 -0.104762 0.097053 86.488 0.08 44.8292 0.673237
2648 41 46 -0.0574713 0.107034 86.488 0.08 44.5617 0.640967
2649 10 15 -0.2 0.195959 86.488 0.08 44.3645 0.584546
2650 61 56 0.042735 0.0923656 86.488 0.08 44.5859 0.669911
2651 49 61 -0.109091 0.0947772 86.488 0.08 45.2224 0.631637
2659 53 47 0.06 0.0998198 86.488 0.08 45.2435 0.677257
2660 47 49 -0.0208333 0.10204 86.488 0.08 45.0533 0.700351
2661 52 45 0.0721649 0.10127 86.488 0.08 44.9179 0.672712
2662 13 20 -0.212121 0.170116 86.488 0.08 44.66 0.712762
2667 65 57 0.0655738 0.0903409 86.488 0.08 44.1312 0.617726
2668 48 58 -0.0943396 0.0966954 86.488 0.08 44.1852 0.646735
2669 59 47 0.113208 0.0965042 86.488 0.08 44.3021 0.688026
2670 76 52 0.1875 0.0868207 86.488 0.08 44.4598 0.626471
2671 68 50 0.152542 0.0909801 86.488 0.08 44.4021 0.633925
2674 64 42 0.207547 0.0950136 86.488 0.08 44.2342 0.648943
2676 40 62 -0.215686 0.0966842 86.488 0.08 44.1555 0.690105
2677 36 44 -0.1 0.111243 86.488 0.08 44.3425 0.738612
2678 2 6 -0.5 0.306186 86.488 0.08 44.4308 0.602822
2679 64 42 0.207547 0.0950136 86.488 0.08 44.4876 0.626713
2680 62 56 0.0508475 0.0919384 86.488 0.08 44.6525 0.641627
2681 65 45 0.181818 0.093757 86.488 0.08 44.7438 0.625669
2683 31 30 0.0163934 0.12802 86.488 0.08 44.8643 0.64821
2684 47 34 0.160494 0.109671 86.488 0.08 44.853 0.671799
