#run A_phys dA_stat
2613 -0.174965 0.469436
2614 0.670864 0.663401
2615 -0.105234 0.50131
2616 -0.562242 0.507798
2617 -0.444589 0.499219
2618 0.373701 0.423174
2619 1.2705 0.498215
2620 0.481202 0.439063
2621 -0.171549 0.528977
2622 1.10877 0.500919
2623 1.00148 0.623985
2624 0.28356 0.466151
2625 0.222448 0.491084
2626 0.589225 0.453282
2627 -0.0915133 0.464471
2628 -0.876682 0.524074
2629 0.535372 0.431351
2630 2.57427 1.29147
2631 0.516674 0.422386
2632 -0.390585 0.623617
2633 0.580379 0.457601
2634 -0.00834641 0.975853
2635 0.225684 0.335115
2637 0.986498 0.392053
2638 0.175628 0.472743
2646 -0.0800785 0.421518
2647 0.208382 0.464424
2648 -0.394292 0.490442
2649 -0.821108 0.893091
2650 0.251652 0.431087
2651 -0.05203 0.464938
2659 -0.880106 0.481485
2660 -0.548621 0.490695
2661 -0.00834706 0.483339
2662 -1.00954 0.775484
2667 0.479274 0.433927
2668 -0.606063 0.445814
2669 0.622228 0.442468
2670 0.666919 0.430385
2671 0.96724 0.434863
2674 0.703319 0.419874
2676 -0.657497 0.464143
2677 0.683321 0.494319
2678 -2.16457 1.71805
2679 0.195816 0.452661
2680 0.164209 0.464478
2681 0.337855 0.495894
2683 0.236686 0.637179
2684 1.05956 0.531122
2685 0.734396 0.508646
2687 -0.323293 0.473035
2688 0.705611 0.46742
2689 0.267526 0.443539
2690 -0.189734 0.550276
2691 -0.00842042 0.487587
2692 0.366653 0.43298
2693 0.0445483 0.516481
2694 -0.179141 0.413739
2695 0.171098 0.422902
2696 -0.354878 0.534319
2697 0.162119 0.458564
2698 0.22237 0.434388
2699 1.09655 0.400821
2700 0.37187 0.391831
2701 0.654111 0.418759
2702 0.897711 0.382013
2703 -0.0857537 0.432425
2704 -0.0817966 0.420419
2705 0.839779 0.454222
2706 -0.180135 0.369416
2707 0.114101 0.538945
2709 -1.29217 0.531797
2710 -0.172165 0.883604
2711 0.453835 0.381525
2712 0.177558 0.421262
2713 1.73626 0.952679
2714 -0.12897 0.439568
2715 0.344923 0.490122
2716 0.261855 0.401377
2717 0.543663 0.465707
2718 -0.207224 0.398063
2719 0.948244 0.427654
2720 0.169018 0.459638
2721 0.794895 0.421392
2722 1.21477 0.40685
2723 0.448733 0.443233
2724 0.749134 0.419554
2725 0.0687943 0.427433
2726 0.512671 0.368167
2727 0.0323158 0.434883
2728 0.62441 0.425273
2729 0.466087 0.408615
2730 1.14436 0.788778
2763 1.41545 0.528378
2764 0.204208 0.514815
2765 1.61677 0.501471
2766 0.670367 0.434653
2767 0.0229943 0.386849
2768 0.401598 0.421441
2769 0.953223 0.500946
2770 1.58013 0.951739
2959 0.930425 0.755517
2964 -1.3488 0.949187
2966 -0.386408 0.65432
2967 0.853024 0.778502
2968 0.467183 0.567112
2970 -0.555048 0.723851
2971 1.89966 2.20463
2973 0.216244 0.797361
2974 0.497957 0.633325
2976 0.549428 1.24325
2981 -2.80734 2.4231
2983 0.457825 0.570246
2984 0.35751 0.41391
2985 0.824836 0.429061
2986 -0.878253 1.0943
2988 0.259666 1.23199
2989 0.0276563 0.455111
2990 -0.00928652 0.83464
2995 0.20145 0.43815
2996 -0.382976 1.44363
2997 -0.698914 0.977362
2998 0.0476022 0.757409
2999 0.686743 0.71362
3000 -0.80215 1.16339
3001 -0.312035 1.60146
3003 0.437533 1.39103
3004 0.118366 0.610402
3005 0.413462 0.691239
3006 -1.34462 0.858177
3007 -0.0109034 0.507587
3008 1.88333 0.812051
3009 2.16311 0.777375
3011 -0.608063 0.657001
3013 -0.764164 0.777902
3014 0.515879 0.572452
3016 0.366346 0.649457
3017 -0.233109 0.790362
3018 0.289374 0.641315
3019 -1.58082 0.813377
3020 0.462182 0.654926
3021 -0.00918298 0.673879
3022 -1.44143 1.20464
3024 -0.66462 0.833315
3025 -0.0089582 0.667579
3026 1.08501 0.679202
3027 0.463269 0.419475
3028 0.210518 0.407113
3029 0.72613 0.652104
3030 -0.200261 0.450878
3035 -0.00936181 0.404906
3036 -0.314354 0.490391
3037 -0.435273 1.08283
3038 0.268835 0.412912
3039 -1.06587 0.807536
3043 0.0952009 0.442411
3045 0.628897 0.388783
3046 -1.25668 0.618946
3047 0.938278 1.0052
3048 0.565704 0.416589
3049 0.852115 0.431904
3050 0.321658 0.40855
3051 -0.223145 0.444772
3052 0.143616 0.532032
3054 -0.138288 0.845577
3055 0.558888 0.791364
3058 -0.176757 0.560231
3059 0.175801 0.588662
3061 1.00331 0.774153
3062 0.868638 0.522082
3063 0.321923 0.50151
3064 -0.00881234 0.500918
3065 0.821266 0.512047
3068 -0.584116 0.542523
3069 0.566182 0.989521
3075 0.282449 0.625967
3076 -0.724122 0.686238
3077 -0.00891299 0.393876
3079 0.178382 0.373056
3080 -0.731285 0.530785
3082 -0.099443 0.395574
3089 0.506733 0.354749
3090 -0.613775 0.441217
3091 0.638831 0.382147
3092 0.116074 0.364781
3093 0.271348 0.545613
3108 0.25761 0.519986
3109 0.148694 0.485667
3110 -0.498114 0.506343
3111 0.145757 0.94493
3112 -0.727839 0.427232
3113 0.0303842 0.472544
3114 1.31719 0.421631
3115 -0.513984 0.41439
3116 -0.0919169 0.475339
3117 0.300635 0.489985
3118 0.360171 0.500311
3119 -0.00919612 0.548247
3120 -0.728648 0.509916
3121 1.02428 0.588611
3122 0.588555 0.484079
3123 0.234699 0.439098
3124 0.483834 0.54845
3126 0.397478 0.473072
3127 -0.797581 0.842757
3134 0.107817 0.401116
3135 0.533889 0.384041
3136 0.330555 0.410091
3138 0.410023 0.532747
3139 0.22618 0.797039
3140 0.0823631 0.702025
3141 -0.373795 0.466322
3149 -0.00908845 1.2771
3150 -0.426059 1.49894
3151 0.416086 0.505086
3152 0.165182 0.436738
3158 -0.788891 1.02091
3159 -0.0893168 0.386792
3160 0.137745 0.404234
3161 0.595022 0.430047
3162 -0.172805 0.42724
3163 0.126184 0.436726
3164 -0.181857 0.440076
3165 -0.876334 0.512466
3166 -0.265624 0.449525
3167 -0.224175 0.444182
3171 -0.550642 0.648564
3174 0.839316 0.444939
3176 -0.155183 0.449489
3177 0.0838 0.415227
3178 0.10113 0.452347
3179 -0.305662 0.427423
3180 0.569533 0.446552
3181 -0.0093534 1.49031
3182 0.714004 0.445024
3183 -0.231464 0.453096
3184 0.503233 0.506104
3185 0.520388 0.47115
3186 0.109444 0.56863
3188 -0.537113 0.466202
3190 0.28234 0.41782
3191 0.543779 0.476727
3192 0.473661 0.428884
3193 -0.223448 0.618585
3194 -0.00901554 0.405142
3195 0.390695 0.378685
3196 -0.0657291 0.392203
3197 1.33087 0.435866
3198 0.314971 0.400057
3199 0.477876 0.394384
3200 -0.244518 0.379369
3201 0.19637 0.377609
3202 0.614954 0.403949
3203 0.782433 0.927179
3204 0.469306 0.404162
3205 -0.0358472 0.382823
3212 1.70652 0.975953
3213 0.385628 0.521072
3214 -0.00930796 0.672933
3215 0.525613 0.416718
3217 -0.298869 0.383545
3218 1.52362 1.15301
3219 0.632554 0.393114
3220 -0.187916 0.377269
3221 1.04785 0.615038
3222 0.306765 0.329984
3223 0.297617 0.373412
3224 0.915995 0.737476
3225 -0.578028 0.391978
3226 0.102585 0.349828
3227 -1.43306 1.0208
3228 0.386057 0.38
3229 0.582311 0.391056
3230 -0.189257 0.373624
3231 0.26429 0.698864
3239 -0.153692 0.858487
3240 0.466517 0.491642
3241 0.567957 0.443916
3242 -0.485345 0.454374
3243 0.508875 0.58329
3244 1.18787 0.47532
3245 0.0340724 0.481988
3246 -0.103492 0.504204
3247 0.235535 0.467813
3248 -0.693329 0.508481
3249 -0.456237 1.09169
3250 -0.474818 1.67048
