#run A_phys dA_stat
2506 -128.158 -56.8608
2507 -112.271 -79.9178
2511 18.2193 -52.3804
2512 153.617 -75.3804
2516 -16.3324 -42.4291
2517 -96.8171 -48.2784
2518 -85.9705 -66.971
2519 49.036 -64.7226
2520 -35.1142 -50.888
2521 -35.2072 -51.0227
2522 -28.8177 -56.6417
2523 23.6243 -100.671
2524 62.4951 -45.5365
2525 31.5169 -58.898
2526 68.2364 -70.5816
2527 56.8431 -45.6356
2528 -89.5613 -47.8608
2529 12.6884 -74.0544
2531 0.509249 -183.858
2535 -35.1168 -56.3737
2536 -336.043 -74.2021
2537 -6.86862 -57.6126
2539 -28.5502 -43.2555
2540 -53.4478 -41.5742
2541 -60.8757 -49.1082
2542 32.7526 -43.3805
2543 -23.4912 -39.8322
2544 -34.9711 -41.8386
2545 132.249 -215.231
2551 -85.7565 -39.8814
2552 -45.4045 -52.5422
2553 -42.7104 -45.0437
2554 -114.497 -42.7207
2555 83.8165 -47.8154
2556 59.5175 -43.8416
2557 30.7717 -43.3652
2558 45.7826 -44.5916
2559 -30.5692 -67.7538
2560 31.0391 -58.0051
2561 -23.7171 -46.1303
2562 -64.6103 -59.1448
2563 176.011 -89.9247
2564 219.645 -189.789
2565 0.495241 -89.4003
2566 -145.371 -168.431
2568 0.49445 -309.197
2569 73.1909 -124.155
2570 -86.7734 -191.192
2571 -100.073 -83.1575
2572 -86.3954 -44.8683
2574 -5.27115 -35.2672
2575 -42.9702 -41.0355
2576 -19.9723 -54.0656
2577 14.3311 -54.4822
2578 -28.9168 -64.0915
2579 14.234 -43.7368
2580 -16.3542 -41.593
2581 0.464376 -53.0177
2583 -34.9141 -32.4518
2585 -52.3736 -38.4618
2586 -88.1689 -37.4512
2587 -4.99038 -48.7027
2613 0.130514 0.47819
2614 1.20092 0.636951
2615 -0.400968 0.49264
2616 -0.647065 0.508378
2617 0.262659 0.468153
2618 0.398397 0.405374
2619 1.07842 0.490661
2620 0.447228 0.447087
2621 0.0482517 0.513057
2622 0.977706 0.507758
2623 1.69779 0.608844
2624 0.933773 0.451534
2625 0.34233 0.463224
2626 0.689878 0.459512
2627 -0.455372 0.428846
2628 -0.235424 0.532276
2629 0.133074 0.412857
2630 1.12561 1.32278
2631 0.304643 0.434323
2632 0.0897531 0.680062
2633 0.393926 0.487394
2634 -0.493609 0.871774
2635 0.735447 0.337168
2637 1.21942 0.404038
2638 -0.00522629 0.471721
2646 -0.268418 0.41957
2647 -0.435398 0.473471
2648 -0.386119 0.474397
2649 0.48913 0.882959
2650 0.367134 0.442504
2651 0.676717 0.442311
2659 -0.317824 0.493045
2660 -0.0528768 0.473128
2661 0.132165 0.464971
2662 -1.3007 0.688881
2667 0.761863 0.434887
2668 -0.126456 0.439944
2669 0.260559 0.459966
2670 0.295456 0.451906
2671 0.554096 0.450316
2674 0.469778 0.4529
2676 -0.758966 0.469756
2677 0.0883812 0.473526
2678 -0.00539797 1.94887
2679 0.835973 0.430197
2680 -0.259817 0.448156
2681 0.196341 0.488449
2683 0.847199 0.595403
2684 0.746949 0.497664
2685 0.456302 0.520063
2687 0.180455 0.468794
2688 0.510076 0.491458
2689 0.754624 0.468878
2690 -0.350302 0.571515
2691 -0.00538611 0.491291
2692 0.185373 0.426225
2693 0.407399 0.528755
2694 -0.201121 0.393847
2695 0.496759 0.409734
2696 -0.483495 0.564495
2697 0.295846 0.448228
2698 0.316687 0.432429
2699 0.601484 0.430067
2700 0.494167 0.390229
2701 0.162366 0.4391
2702 0.46772 0.391843
2703 -0.0826323 0.420677
2704 -0.159347 0.418529
2705 0.50967 0.479792
2706 0.12588 0.384535
2707 0.0551304 0.521642
2709 -1.69585 0.522455
2710 -0.973218 0.833957
2711 -0.108819 0.395524
2712 0.225866 0.417682
2713 1.51207 0.936451
2714 0.304175 0.447431
2715 -0.00513946 0.479097
2716 0.176685 0.406247
2717 0.29732 0.441756
2718 0.107344 0.412277
2719 0.479385 0.44447
2720 0.0874345 0.458067
2721 0.480747 0.426035
2722 1.12877 0.400894
2723 0.375989 0.436477
2724 0.982387 0.421146
2725 -0.081667 0.415763
2726 -0.0365654 0.376386
2727 0.23844 0.424986
2728 0.412384 0.42781
2729 0.87351 0.410336
2730 0.922653 0.743911
2763 0.895737 0.513224
2764 0.0479065 0.502487
2765 1.32548 0.518523
2766 0.340652 0.443803
2767 0.120044 0.378091
2768 -0.118177 0.414289
2769 0.708952 0.536789
2770 1.21744 0.936185
2959 -0.00666339 0.760757
2964 -0.343277 0.899512
2966 -0.612138 0.658955
2967 0.210968 0.814656
2968 1.09112 0.51539
2970 -0.168478 0.668641
2971 1.80533 2.09171
2973 -0.882525 0.712493
2974 1.18538 0.576818
2976 -0.258483 1.15573
2981 -5.31566 0
2983 0.422024 0.568508
2984 0.250907 0.389955
2985 0.595591 0.40904
2986 -0.178909 0.961885
2988 0.20846 1.07176
2989 0.125037 0.416832
2990 -0.20797 0.727892
2995 -0.035561 0.392709
2996 -0.286075 1.21906
2997 -1.24126 0.897149
2998 0.747144 0.681265
2999 0.433878 0.6394
3000 -0.132035 1.00453
3001 -1.00783 1.26926
3003 0.470149 1.13914
3004 0.219687 0.552235
3005 0.384682 0.646784
3006 -0.441483 0.750242
3007 0.873894 0.443915
3008 1.02441 0.697376
3009 1.65121 0.717245
3011 -0.487874 0.575242
3013 -0.356059 0.687398
3014 0.492494 0.543243
3016 0.445038 0.584991
3017 -0.00600261 0.73615
3018 -0.281766 0.600346
3019 -0.407389 0.721645
3020 -0.0672955 0.565993
3021 0.0598932 0.584517
3022 -2.07176 1.05847
3024 -0.449316 0.749222
3025 -0.00572978 0.643531
3026 0.450227 0.614734
3027 0.966515 0.394435
3028 0.413147 0.386413
3029 0.0768763 0.644824
3030 -0.314711 0.415494
3035 -0.0320701 0.371619
