#run A_phys dA_stat
3510 4.97538 0
3511 -0.00209639 3.51927
3512 4.97413 0
3514 4.97256 0
3515 4.97108 0
3517 -1.14943 1.34171
3518 0.550077 1.64625
3519 2.62767 1.02207
3520 -1.65701 1.35124
3521 -0.71115 1.85675
3523 0.549255 1.64379
3524 0.328505 1.27753
3525 -1.65428 1.34901
3526 -2.97477 1.77257
3552 -0.00200943 1.94756
3553 -0.00207387 1.74073
3554 5.02861 0
3555 0.336332 1.30797
3556 -1.18022 1.37765
3557 1.96995 1.31271
3558 1.89476 1.09813
3559 -0.00217061 1.82193
3560 0.392889 1.42016
3561 1.70968 1.39772
3562 1.45278 1.30423
3578 1.9593 1.30562
3579 0.805946 1.15941
3580 -0.573224 1.2039
3581 -1.1938 1.3935
3582 2.55691 2.21622
3583 1.69313 2.76838
3588 2.52295 1.54628
3589 -2.11733 1.13534
3590 -0.404201 1.44514
3591 1.04995 1.15259
3592 0.401408 1.45095
3593 -0.00220503 1.23388
3594 1.73736 1.15971
3595 -2.14622 1.15083
3596 -2.60115 2.25076
3671 2.36223 2.04748
3672 3.19209 1.4579
3673 1.34237 1.43
3694 -3.22055 1.19196
3695 -2.5349 1.26367
3696 -0.00194529 3.26561
3697 -0.00194292 1.63081
3698 4.60234 0
3701 -1.84763 1.33733
3702 -0.663829 0.866602
3703 -2.23862 0.954014
3704 -0.00201273 1.12627
3705 -0.60204 1.19062
3706 4.80944 0
3708 2.38702 2.06896
3709 1.44162 0.942132
3710 1.11901 0.99786
3711 -2.027 1.14097
3712 -0.00203087 1.28859
3713 0.283467 1.17516
3714 1.41945 1.12034
3715 -0.00203012 0.910831
3716 -0.00203005 1.07767
3717 1.1049 0.915312
3718 -3.15391 1.43865
3719 -1.35092 1.20921
3720 4.7061 0
3721 4.68986 0
3722 2.29743 1.40807
3723 1.96503 1.56732
3729 -0.00198825 1.26154
3730 1.53259 2.50588
3731 -1.55731 1.79596
3732 1.59419 0.985199
3733 -0.00201504 1.953
3734 0.528367 1.11814
3737 3.02588 1.10665
3738 -1.29942 1.37997
3739 2.22222 1.08841
3740 -0.623572 0.985149
3741 -0.59693 1.18052
3742 -0.00199253 2.36521
3747 4.69728 0
3748 -0.35599 1.27277
3749 2.9494 1.07868
3750 -0.66434 1.73454
3752 1.22794 1.03441
3753 -1.57017 1.81079
3754 1.178 1.61576
3755 1.35936 1.22036
3756 1.59855 1.06705
