Run_num,Kinematic,P,dP
5504,Kin4b,46.04332991738286,3.837425626581526
5505,Kin4b,51.92029213470016,4.601476625246933
5725,Kin4b,47.63637770410047,3.935822070944525
5726,Kin4b,54.93385362939964,5.160182491250163
5828,Kin4b,54.719488099104,6.080142599918508
5894,Kin4b,56.455787480026565,5.194784347046097
6008,Kin4b,48.60506983568506,3.495013014764682
6009,Kin4b,53.84037726480943,4.659937489514403
6010,Kin4b,59.940230874890105,6.017234813305364
