#run N+ N- A_raw dA_raw beamPol dBeam targetPol dTgt
3511 1 0 1 0 86.185 0.163 45.2268 0.05
3512 1 0 1 0 86.185 0.163 45.2336 0.05
3514 1 1 0 0.707107 86.185 0.115258 45.2403 0.0353553
3515 1 0 1 0 86.185 0.163 45.249 0.05
3517 4 5 -0.111111 0.331269 86.185 0.0543333 45.2565 0.0166667
3518 5 1 0.666667 0.30429 86.185 0.0665445 45.2696 0.0204124
3519 5 5 0 0.316228 86.185 0.0515451 45.2821 0.0158114
3520 2 4 -0.333333 0.3849 86.185 0.0665445 45.2982 0.0204124
3521 2 3 -0.2 0.438178 86.185 0.0728958 45.3055 0.0223607
3523 2 1 0.333333 0.544331 86.185 0.0941081 45.312 0.0288675
3524 5 4 0.111111 0.331269 86.185 0.0543333 45.3291 0.0166667
3525 3 3 0 0.408248 86.185 0.0665445 45.3452 0.0204124
3526 0 2 -1 0 86.185 0.115258 45.3566 0.0353553
3552 4 2 0.333333 0.3849 86.185 0.0665445 47.0827 0.0204124
3553 3 2 0.2 0.438178 86.185 0.0728958 45.5058 0.0223607
3554 1 0 1 0 86.185 0.163 44.6129 0.05
3555 3 3 0 0.408248 86.185 0.0665445 44.2139 0.0204124
3556 2 4 -0.333333 0.3849 86.185 0.0665445 43.9786 0.0204124
3557 3 4 -0.142857 0.374088 86.185 0.0616082 43.7808 0.0188982
3558 11 4 0.466667 0.22836 86.185 0.0420864 43.5837 0.0129099
3559 2 2 0 0.5 86.185 0.0815 43.555 0.025
3560 4 2 0.333333 0.3849 86.185 0.0665445 43.5097 0.0204124
3561 4 3 0.142857 0.374088 86.185 0.0616082 43.7518 0.0188982
3562 6 5 0.0909091 0.300263 86.185 0.0491463 44.0793 0.0150756
3578 5 3 0.25 0.342327 86.185 0.0576292 44.0023 0.0176777
3579 9 7 0.125 0.248039 86.185 0.04075 43.8522 0.0125
3580 3 7 -0.4 0.289828 86.185 0.0515451 43.6806 0.0158114
3581 4 5 -0.111111 0.331269 86.185 0.0543333 43.5115 0.0166667
3582 1 1 0 0.707107 86.185 0.115258 43.8941 0.0353553
3583 1 1 0 0.707107 86.185 0.115258 44.1516 0.0353553
3588 4 1 0.6 0.357771 86.185 0.0728958 44.4947 0.0223607
3589 5 10 -0.333333 0.243432 86.185 0.0420864 43.6972 0.0129099
3590 4 5 -0.111111 0.331269 86.185 0.0543333 42.9784 0.0166667
3591 8 1 0.777778 0.209513 86.185 0.0543333 42.6387 0.0166667
3592 4 5 -0.111111 0.331269 86.185 0.0543333 42.7544 0.0166667
3593 4 6 -0.2 0.309839 86.185 0.0515451 42.8759 0.0158114
3594 10 4 0.428571 0.241473 86.185 0.0435636 43.0121 0.0133631
3595 2 7 -0.555556 0.27716 86.185 0.0543333 43.1189 0.0166667
3596 0 3 -1 0 86.185 0.0941081 43.1821 0.0288675
3671 3 0 1 0 86.185 0.0941081 47.6745 0.0288675
3672 2 1 0.333333 0.544331 86.185 0.0941081 46.6097 0.0288675
3673 7 2 0.555556 0.27716 86.185 0.0543333 45.7547 0.0166667
3694 0 3 -1 0 86.185 0.0941081 49.8621 0.0288675
3695 2 4 -0.333333 0.3849 86.185 0.0665445 49.3227 0.0204124
3696 0 1 -1 0 86.185 0.163 48.5653 0.05
3697 3 0 1 0 86.185 0.0941081 48.6412 0.0288675
3698 3 0 1 0 86.185 0.0941081 48.7286 0.0288675
3701 1 3 -0.5 0.433013 86.185 0.0815 49.0559 0.025
3702 9 10 -0.0526316 0.229098 86.185 0.0373948 48.4897 0.0114708
3703 7 8 -0.0666667 0.257624 86.185 0.0420864 47.5396 0.0129099
3704 5 3 0.25 0.342327 86.185 0.0576292 46.9568 0.0176777
3705 4 4 0 0.353553 86.185 0.0576292 46.7236 0.0176777
3706 1 0 1 0 86.185 0.163 46.652 0.05
3708 2 1 0.333333 0.544331 86.185 0.0941081 47.0006 0.0288675
3709 5 3 0.25 0.342327 86.185 0.0576292 47.304 0.0176777
3710 11 3 0.571429 0.219328 86.185 0.0435636 47.7607 0.0133631
3711 3 5 -0.25 0.342327 86.185 0.0576292 47.5669 0.0176777
3712 3 2 0.2 0.438178 86.185 0.0728958 46.5741 0.0223607
3713 3 7 -0.4 0.289828 86.185 0.0515451 46.2371 0.0158114
3714 7 3 0.4 0.289828 86.185 0.0515451 46.4319 0.0158114
3715 6 7 -0.0769231 0.276528 86.185 0.0452081 46.5709 0.0138675
3716 6 7 -0.0769231 0.276528 86.185 0.0452081 46.5785 0.0138675
3717 6 4 0.2 0.309839 86.185 0.0515451 46.7718 0.0158114
3718 1 1 0 0.707107 86.185 0.115258 47.2236 0.0353553
3719 5 8 -0.230769 0.269864 86.185 0.0452081 47.5469 0.0138675
3720 1 0 1 0 86.185 0.163 47.6857 0.05
3721 1 0 1 0 86.185 0.163 47.7848 0.05
3722 4 1 0.6 0.357771 86.185 0.0728958 48.9568 0.0223607
3723 3 1 0.5 0.433013 86.185 0.0815 48.9245 0.025
3729 6 5 0.0909091 0.300263 86.185 0.0491463 47.5923 0.0150756
3730 1 1 0 0.707107 86.185 0.115258 48.7483 0.0353553
3731 0 2 -1 0 86.185 0.115258 48.3145 0.0353553
3732 7 5 0.166667 0.284638 86.185 0.047054 47.2291 0.0144338
3733 2 2 0 0.5 86.185 0.0815 46.9367 0.025
3734 7 3 0.4 0.289828 86.185 0.0515451 47.0273 0.0158114
3737 5 1 0.666667 0.30429 86.185 0.0665445 47.1481 0.0204124
3738 3 2 0.2 0.438178 86.185 0.0728958 47.1807 0.0223607
3739 6 2 0.5 0.306186 86.185 0.0576292 47.0937 0.0176777
3740 8 5 0.230769 0.269864 86.185 0.0452081 47.0059 0.0138675
3741 4 8 -0.333333 0.272166 86.185 0.047054 47.142 0.0144338
3742 0 3 -1 0 86.185 0.0941081 47.4697 0.0288675
3747 1 0 1 0 86.185 0.163 47.7852 0.05
3748 4 5 -0.111111 0.331269 86.185 0.0543333 48.7922 0.0166667
3749 9 3 0.5 0.25 86.185 0.047054 48.6784 0.0144338
3750 4 2 0.333333 0.3849 86.185 0.0665445 48.4781 0.0204124
3752 9 4 0.384615 0.256015 86.185 0.0452081 48.0167 0.0138675
3753 2 2 0 0.5 86.185 0.0815 47.6842 0.025
3754 4 2 0.333333 0.3849 86.185 0.0665445 47.3458 0.0204124
3755 6 4 0.2 0.309839 86.185 0.0515451 47.1184 0.0158114
3756 8 3 0.454545 0.268563 86.185 0.0491463 46.7451 0.0150756
3758 3 4 -0.142857 0.374088 86.185 0.0616082 46.4813 0.0188982
3759 5 2 0.428571 0.341494 86.185 0.0616082 46.3223 0.0188982
3761 4 1 0.6 0.357771 86.185 0.0728958 46.299 0.0223607
3762 9 8 0.0588235 0.242116 86.185 0.0395333 46.277 0.0121268
3763 3 6 -0.333333 0.31427 86.185 0.0543333 46.3019 0.0166667
3764 6 2 0.5 0.306186 86.185 0.0576292 46.3579 0.0176777
3765 6 6 0 0.288675 86.185 0.047054 46.4501 0.0144338
3766 4 11 -0.466667 0.22836 86.185 0.0420864 46.5695 0.0129099
3767 9 4 0.384615 0.256015 86.185 0.0452081 45.0444 0.0138675
3784 2 4 -0.333333 0.3849 86.185 0.0665445 51.352 0.0204124
