#run N+ N- A_raw dA_raw beamPol dBeam targetPol dTgt
2613 62 66 -0.03125 0.0883452 86.488 0.08 42.0665 0.627758
2614 35 27 0.129032 0.125938 86.488 0.08 42.4336 0.599505
2615 53 55 -0.0185185 0.0962085 86.488 0.08 42.8979 0.662487
2616 46 57 -0.106796 0.0979694 86.488 0.08 43.125 0.629404
2617 49 58 -0.0841121 0.0963311 86.488 0.08 43.1325 0.614273
2618 80 69 0.0738255 0.0816996 86.488 0.08 43.1549 0.617994
2619 63 38 0.247525 0.0964073 86.488 0.08 43.2536 0.632931
2620 75 62 0.0948905 0.0850503 86.488 0.08 43.2991 0.609762
2621 46 49 -0.0315789 0.102547 86.488 0.08 43.3327 0.689472
2622 62 40 0.215686 0.0966842 86.488 0.08 43.1437 0.620092
2623 40 27 0.19403 0.119848 86.488 0.08 42.9325 0.622097
2624 66 59 0.056 0.0893024 86.488 0.08 42.8219 0.622566
2625 59 54 0.0442478 0.09398 86.488 0.08 42.7769 0.689156
2626 73 58 0.114504 0.0867958 86.488 0.08 42.8016 0.631356
2627 62 64 -0.015873 0.0890759 86.488 0.08 42.8678 0.632121
2628 40 56 -0.166667 0.100635 86.488 0.08 42.9226 0.648456
2629 79 64 0.104895 0.0831629 86.488 0.08 43.0951 0.639848
2630 9 3 0.5 0.25 86.488 0.08 43.2699 0.64821
2631 81 66 0.102041 0.0820481 86.488 0.08 43.4199 0.619552
2632 31 36 -0.0746269 0.121829 86.488 0.08 43.6679 0.636777
2633 67 53 0.116667 0.0906637 86.488 0.08 44.287 0.653369
2634 13 13 0 0.196116 86.488 0.08 44.9219 0.723901
2635 108 98 0.0485437 0.0695912 86.488 0.08 46.4184 0.654525
2637 88 58 0.205479 0.0809946 86.488 0.08 46.1786 0.642946
2638 55 51 0.0377358 0.0970594 86.488 0.08 45.8925 0.697657
2646 68 70 -0.0144928 0.0851167 86.488 0.08 45.1365 0.601756
2647 60 55 0.0434783 0.0931623 86.488 0.08 44.8389 0.656516
2648 48 56 -0.0769231 0.0977675 86.488 0.08 44.5591 0.586159
2649 13 18 -0.16129 0.177254 86.488 0.08 44.3639 0.463034
2650 71 64 0.0518519 0.0859505 86.488 0.08 44.5669 0.645824
2651 56 57 -0.00884956 0.0940684 86.488 0.08 45.2249 0.656916
2659 42 60 -0.176471 0.0974608 86.488 0.08 45.2456 0.640737
2660 45 56 -0.108911 0.0989118 86.488 0.08 45.0574 0.675476
2661 53 53 0 0.0971286 86.488 0.08 44.9184 0.672104
2662 16 24 -0.2 0.154919 86.488 0.08 44.6541 0.719475
2667 74 61 0.0962963 0.0856663 86.488 0.08 44.1289 0.599268
2668 56 71 -0.11811 0.0881145 86.488 0.08 44.1797 0.60356
2669 72 56 0.125 0.0876951 86.488 0.08 44.3019 0.63804
2670 76 58 0.134328 0.0856039 86.488 0.08 44.4596 0.600388
2671 77 52 0.193798 0.0863759 86.488 0.08 44.3986 0.612458
2674 81 61 0.140845 0.0830816 86.488 0.08 44.2298 0.601832
2676 51 66 -0.128205 0.0916871 86.488 0.08 44.1556 0.650773
2677 58 44 0.137255 0.0980777 86.488 0.08 44.3499 0.668492
2678 2 5 -0.428571 0.341494 86.488 0.08 44.43 0.644444
2679 64 59 0.0406504 0.0900924 86.488 0.08 44.4882 0.595169
2680 60 56 0.0344828 0.0927925 86.488 0.08 44.6557 0.68492
2681 54 47 0.0693069 0.0992645 86.488 0.08 44.744 0.637944
2683 32 29 0.0491803 0.127882 86.488 0.08 44.8619 0.648216
2684 51 33 0.214286 0.106574 86.488 0.08 44.8525 0.659697
2685 54 40 0.148936 0.101992 86.488 0.08 44.8208 0.656586
2687 52 59 -0.0630631 0.0947269 86.488 0.08 44.762 0.611696
2688 64 48 0.142857 0.093522 86.488 0.08 44.7235 0.635542
2689 67 60 0.0551181 0.0886008 86.488 0.08 44.6514 0.618751
2690 40 43 -0.0361446 0.109693 86.488 0.08 44.5582 0.627999
2691 53 53 0 0.0971286 86.488 0.08 44.5271 0.632633
2692 72 62 0.0746269 0.086146 86.488 0.08 44.473 0.631682
2693 48 47 0.0105263 0.102592 86.488 0.08 44.4006 0.642267
2694 71 76 -0.0340136 0.0824309 86.488 0.08 44.5341 0.60132
2695 72 67 0.0359712 0.084764 86.488 0.08 44.8024 0.595733
2696 40 46 -0.0697674 0.10757 86.488 0.08 45.0008 0.606513
2697 60 56 0.0344828 0.0927925 86.488 0.08 45.2316 0.621893
2698 67 61 0.046875 0.0882912 86.488 0.08 45.4327 0.646709
2699 87 55 0.225352 0.0817595 86.488 0.08 45.595 0.635439
2700 83 71 0.0779221 0.0803373 86.488 0.08 45.8298 0.601591
2701 75 57 0.136364 0.0862258 86.488 0.08 46.0259 0.619812
2702 92 63 0.187097 0.0789036 86.488 0.08 46.1688 0.628506
2703 61 63 -0.016129 0.089791 86.488 0.08 46.4143 0.635894
2704 64 66 -0.0153846 0.0876954 86.488 0.08 46.6255 0.631002
2705 63 44 0.17757 0.0951373 86.488 0.08 46.8179 0.67727
2706 80 86 -0.0361446 0.0775643 86.488 0.08 46.9327 0.597189
2707 40 38 0.025641 0.11319 86.488 0.08 46.9454 0.655833
2709 27 47 -0.27027 0.111921 86.488 0.08 47.043 0.71824
2710 14 15 -0.0344828 0.185585 86.488 0.08 46.9477 0.699958
2711 85 70 0.0967742 0.0799449 86.488 0.08 46.8379 0.638382
2712 67 62 0.0387597 0.0879789 86.488 0.08 46.6827 0.691995
2713 15 7 0.363636 0.198605 86.488 0.08 46.5986 0.700759
2714 58 61 -0.0252101 0.0916407 86.488 0.08 46.6006 0.673158
2715 51 44 0.0736842 0.102319 86.488 0.08 46.6639 0.697906
2716 75 67 0.056338 0.0837849 86.488 0.08 46.6598 0.639087
2717 58 46 0.115385 0.0974031 86.488 0.08 46.7508 0.592872
2718 69 75 -0.0416667 0.083261 86.488 0.08 46.7541 0.533736
2719 72 48 0.2 0.0894427 86.488 0.08 46.75 0.630317
2720 56 52 0.037037 0.096159 86.488 0.08 46.7631 0.686607
2721 73 52 0.168 0.0881715 86.488 0.08 46.7704 0.682527
2722 81 48 0.255814 0.0851155 86.488 0.08 46.7631 0.632004
2723 63 52 0.0956522 0.0928229 86.488 0.08 46.8115 0.655123
2724 73 53 0.15873 0.0879576 86.488 0.08 46.8614 0.653827
2725 63 61 0.016129 0.089791 86.488 0.08 46.9563 0.653829
2726 91 73 0.109756 0.0776151 86.488 0.08 47.1227 0.593229
2727 59 58 0.00854701 0.0924467 86.488 0.08 47.5169 0.649999
2728 67 51 0.135593 0.0912073 86.488 0.08 47.9392 0.650117
2729 70 57 0.102362 0.0882695 86.488 0.08 48.2865 0.665491
2730 20 12 0.25 0.171163 86.488 0.08 48.5048 0.778532
2763 55 31 0.27907 0.103549 86.488 0.08 43.8057 0.673143
2764 49 45 0.0425532 0.103049 86.488 0.08 44.7427 0.658187
2765 56 28 0.333333 0.102869 86.488 0.08 45.853 0.667164
2766 69 52 0.140496 0.0900074 86.488 0.08 46.2876 0.621017
2767 78 77 0.00645161 0.0803203 86.488 0.08 46.4102 0.613127
2768 70 59 0.0852713 0.0877244 86.488 0.08 46.5278 0.640435
2769 72 51 0.170732 0.0888431 86.488 0.08 39.6426 0.556695
2770 38 25 0.206349 0.123277 86.488 0.08 28.953 0.433713
2959 38 28 0.151515 0.12167 86.488 0.08 35.9972 0.804161
2964 26 37 -0.174603 0.124053 86.488 0.08 29.2136 0.626639
2966 52 58 -0.0545455 0.0952043 86.488 0.08 32.5234 0.661272
2967 38 29 0.134328 0.121062 86.488 0.08 34.7598 0.704354
2968 62 53 0.0782609 0.0929645 86.488 0.08 36.6419 0.796969
2970 29 35 -0.09375 0.124449 86.488 0.08 38.4301 0.841057
2971 4 2 0.333333 0.3849 86.488 0.08 39.0248 0.780299
2973 26 24 0.04 0.141308 86.488 0.08 39.6133 0.879081
2974 42 35 0.0909091 0.113489 86.488 0.08 40.055 0.778406
2976 11 9 0.1 0.222486 86.488 0.08 40.0011 0.792524
2981 1 3 -0.5 0.433013 86.488 0.08 39.9447 1.11864
2983 52 44 0.0833333 0.101707 86.488 0.08 39.8674 0.788718
2984 98 86 0.0652174 0.073564 86.488 0.08 39.7273 0.767494
2985 97 72 0.147929 0.0760768 86.488 0.08 39.6335 0.731175
2986 11 15 -0.153846 0.193781 86.488 0.08 39.5827 0.875213
2988 11 10 0.047619 0.21797 86.488 0.08 39.5476 0.874533
2989 76 75 0.00662252 0.0813771 86.488 0.08 39.9682 0.799115
2990 22 22 0 0.150756 86.488 0.08 40.3743 0.836718
2995 81 75 0.0384615 0.0800048 86.488 0.08 40.8153 0.846274
2996 7 8 -0.0666667 0.257624 86.488 0.08 39.8895 0.817423
2997 47 54 -0.0693069 0.0992645 86.488 0.08 22.7022 0.459379
2998 73 72 0.00689655 0.0830435 86.488 0.08 24.5078 0.523286
2999 81 69 0.08 0.081388 86.488 0.08 25.4931 0.506425
3000 25 30 -0.0909091 0.134282 86.488 0.08 25.8001 0.562123
3001 14 15 -0.0344828 0.185585 86.488 0.08 25.9034 0.619606
3003 20 18 0.0526316 0.161997 86.488 0.08 26.0315 0.599231
3004 97 94 0.0157068 0.0723485 86.488 0.08 26.4937 0.538036
3005 68 61 0.0542636 0.0879154 86.488 0.08 28.4293 0.570288
3006 25 37 -0.193548 0.124599 86.488 0.08 32.4539 0.716837
3007 82 82 0 0.0780869 86.488 0.08 34.3872 0.707948
3008 34 18 0.307692 0.131947 86.488 0.08 36.32 0.851379
3009 36 17 0.358491 0.128231 86.488 0.08 36.8716 0.850229
3011 35 43 -0.102564 0.112631 86.488 0.08 38.3196 0.838884
3013 23 30 -0.132075 0.136157 86.488 0.08 39.1241 0.84703
3014 53 44 0.0927835 0.101097 86.488 0.08 39.4756 0.781305
3016 40 35 0.0666667 0.115213 86.488 0.08 39.6534 0.838142
3017 24 26 -0.04 0.141308 86.488 0.08 39.9641 0.844964
3018 39 35 0.0540541 0.116078 86.488 0.08 40.4583 0.777194
3019 15 27 -0.285714 0.147871 86.488 0.08 40.6369 0.852455
3020 38 32 0.0857143 0.119083 86.488 0.08 40.6431 0.856882
3021 33 33 0 0.123091 86.488 0.08 40.8295 0.909711
3022 7 12 -0.263158 0.221329 86.488 0.08 41.0687 0.920398
3024 18 23 -0.121951 0.155008 86.488 0.08 41.579 0.979065
3025 32 32 0 0.125 86.488 0.08 41.854 0.940438
3026 35 23 0.206897 0.128465 86.488 0.08 42.2781 0.920428
3027 85 71 0.0897436 0.079741 86.488 0.08 42.4918 0.898849
3028 88 81 0.0414201 0.0768571 86.488 0.08 42.1986 0.883084
3029 37 28 0.138462 0.12284 86.488 0.08 42.1068 0.88231
3030 67 72 -0.0359712 0.084764 86.488 0.08 42.0225 0.919671
3035 95 95 0 0.0725476 86.488 0.08 40.0496 0.791345
3036 60 67 -0.0551181 0.0886008 86.488 0.08 40.3854 0.844401
3037 12 14 -0.0769231 0.195535 86.488 0.08 40.3639 0.874445
3038 94 85 0.0502793 0.074649 86.488 0.08 40.4107 0.810451
3039 20 29 -0.183673 0.140427 86.488 0.08 38.8703 0.757244
3043 82 79 0.0186335 0.0787974 86.488 0.08 39.8121 0.835208
3045 111 88 0.115578 0.0704131 86.488 0.08 40.4833 0.798258
3046 29 46 -0.226667 0.112465 86.488 0.08 40.6157 0.795233
3047 17 12 0.172414 0.182914 86.488 0.08 40.6747 0.739282
3048 95 77 0.104651 0.0758306 86.488 0.08 40.688 0.84069
3049 93 68 0.15528 0.0778551 86.488 0.08 40.293 0.84432
3050 98 87 0.0594595 0.0733914 86.488 0.08 40.154 0.794378
3051 75 81 -0.0384615 0.0800048 86.488 0.08 40.2076 0.842776
3052 56 53 0.0275229 0.0957463 86.488 0.08 40.2266 0.82564
3054 21 22 -0.0232558 0.152457 86.488 0.08 40.3017 0.9375
3055 27 22 0.102041 0.142111 86.488 0.08 40.1403 0.874886
3058 49 52 -0.029703 0.0994598 86.488 0.08 39.6835 0.808295
3059 47 44 0.032967 0.104772 86.488 0.08 39.784 0.79271
3061 29 20 0.183673 0.140427 86.488 0.08 40.5465 0.915682
3062 61 44 0.161905 0.0963024 86.488 0.08 41.2314 0.792198
3063 60 53 0.0619469 0.0938914 86.488 0.08 41.8481 0.840541
3064 55 55 0 0.0953463 86.488 0.08 42.5468 0.923202
3065 58 42 0.16 0.0987117 86.488 0.08 43.0912 0.884645
3068 40 50 -0.111111 0.104757 86.488 0.08 43.1613 0.932805
3069 15 12 0.111111 0.191258 86.488 0.08 43.204 0.988957
3075 39 35 0.0540541 0.116078 86.488 0.08 41.4503 0.893446
3076 26 34 -0.133333 0.127947 86.488 0.08 41.6759 0.9211
3077 91 91 0 0.0741249 86.488 0.08 42.0663 0.863189
3079 101 94 0.0358974 0.0715653 86.488 0.08 42.8803 0.871429
3080 40 53 -0.139785 0.102677 86.488 0.08 43.2398 0.890334
3082 84 87 -0.0175439 0.0764601 86.488 0.08 43.2053 0.832284
3089 116 95 0.0995261 0.068501 86.488 0.08 43.1624 0.833666
3090 61 77 -0.115942 0.0845516 86.488 0.08 42.835 0.780599
3091 105 82 0.122995 0.072572 86.488 0.08 42.449 0.778716
3092 109 104 0.0234742 0.0685 86.488 0.08 41.9747 0.805059
3093 50 45 0.0526316 0.102456 86.488 0.08 41.9742 0.798389
3108 71 65 0.0441176 0.0856658 86.488 0.08 36.8252 0.669833
3109 77 73 0.0266667 0.0816206 86.488 0.08 37.5656 0.715285
3110 60 71 -0.0839695 0.0870618 86.488 0.08 38.4337 0.707305
3111 19 18 0.027027 0.164339 86.488 0.08 38.875 0.798822
3112 76 98 -0.126437 0.0752014 86.488 0.08 39.3452 0.739681
3113 71 70 0.0070922 0.0842131 86.488 0.08 39.8352 0.752789
3114 101 62 0.239264 0.076051 86.488 0.08 40.3183 0.768245
3115 79 95 -0.091954 0.0754886 86.488 0.08 40.7194 0.814859
3116 65 67 -0.0151515 0.0870288 86.488 0.08 40.925 0.785932
3117 65 58 0.0569106 0.0900208 86.488 0.08 41.0667 0.748492
3118 63 55 0.0677966 0.0918457 86.488 0.08 41.0344 0.817391
3119 50 50 0 0.1 86.488 0.08 40.7712 0.831858
3120 50 65 -0.130435 0.0924538 86.488 0.08 40.528 0.770899
3121 51 35 0.186047 0.10595 86.488 0.08 40.2348 0.712479
3122 72 58 0.107692 0.0871957 86.488 0.08 40.2632 0.771894
3123 83 76 0.0440252 0.0792283 86.488 0.08 40.3319 0.7615
3124 55 46 0.0891089 0.0991079 86.488 0.08 40.3925 0.788758
3126 73 63 0.0735294 0.0855172 86.488 0.08 40.4069 0.762462
3127 18 24 -0.142857 0.152721 86.488 0.08 40.5066 0.809865
3134 96 92 0.0212766 0.072916 86.488 0.08 40.6333 0.793213
3135 111 91 0.0990099 0.070014 86.488 0.08 40.7508 0.800767
3136 94 83 0.0621469 0.0750193 86.488 0.08 40.8905 0.79705
3138 56 48 0.0769231 0.0977675 86.488 0.08 41.0207 0.874009
3139 24 22 0.0434783 0.147303 86.488 0.08 41.3106 0.876965
3140 30 29 0.0169492 0.13017 86.488 0.08 41.4465 0.830755
3141 62 71 -0.0676692 0.0865122 86.488 0.08 41.4687 0.800837
3149 9 9 0 0.235702 86.488 0.08 41.2542 0.759509
3150 6 7 -0.0769231 0.276528 86.488 0.08 41.2368 0.67534
3151 62 53 0.0782609 0.0929645 86.488 0.08 41.1416 0.785608
