#run A_phys dA_stat
2506 -144.852 -59.5908
2507 -129.802 -79.8984
2511 25.3507 -53.8005
2512 173.674 -78.5372
2516 -46.11 -44.2258
2517 -69.8669 -51.4855
2518 -100.946 -71.7065
2519 -10.3242 -67.8729
2520 18.2431 -51.1143
2521 -69.5813 -52.0817
2522 -55.4132 -58.5252
2523 23.2955 -100.181
2524 69.4099 -47.8463
2525 36.0802 -63.0711
2526 125.094 -71.9367
2527 35.5612 -47.3909
2528 -68.6605 -50.1404
2529 28.3141 -79.1156
2531 224.372 -194.063
2535 -15.6665 -59.6526
2536 -308.87 -89.3731
2537 9.42764 -63.9684
2539 -62.7598 -44.5913
2540 -28.2511 -42.8721
2541 -62.2667 -49.3841
2542 0.261814 -44.5239
2543 -16.6429 -40.9204
2544 -71.4113 -42.8104
2545 0.252688 -278.49
2551 -62.4645 -42.961
2552 -34.4817 -54.1043
2553 -33.9279 -45.4242
2554 -134.931 -43.7765
2555 70.1623 -51.3006
2556 42.7337 -44.7824
2557 56.9913 -44.9433
2558 56.6824 -45.1943
2559 0.284366 -70.079
2560 -7.72833 -59.4017
2561 -59.28 -48.2809
2562 -67.0017 -59.9254
2563 180.083 -96.5114
2564 218.362 -188.865
2565 36.6 -88.6568
2566 -290.041 -132.512
2568 145.331 -236.869
2569 48.5111 -143.802
2570 -260.254 -155.352
2571 -51.7588 -86.1018
2572 -128.851 -47.016
2574 0.275772 -36.3268
2575 -28.2935 -41.7268
2576 -16.1696 -59.2455
2577 14.5117 -55.1119
2578 -19.6965 -64.6223
2579 23.6083 -43.9714
2580 20.2639 -45.2249
2581 -6.66619 -53.2106
2583 -43.6848 -33.6797
2585 -57.2549 -38.6959
2586 -89.734 -39.1454
2587 -61.2618 -50.9585
2613 -0.0961047 0.48257
2614 0.885066 0.65403
2615 -0.504935 0.494143
2616 -0.71937 0.534663
2617 0.517437 0.501855
2618 -0.0393663 0.420924
2619 1.36769 0.496463
2620 0.488768 0.464485
2621 0.276793 0.521316
2622 0.712779 0.53443
2623 1.40116 0.629429
2624 0.779946 0.470448
2625 0.166973 0.457839
2626 0.64004 0.45591
2627 -0.38848 0.457715
2628 -0.123094 0.54289
2629 -0.00314233 0.429556
2630 0.809826 1.38839
2631 0.32644 0.446461
2632 -0.233277 0.745007
2633 1.11547 0.515045
2634 0.358386 0.918664
2635 0.623026 0.348341
2637 1.3316 0.411149
2638 0.206116 0.4898
2646 -0.240701 0.429793
2647 -0.329294 0.467304
2648 -0.11067 0.504707
2649 -0.00305217 0.932959
2650 0.331897 0.474888
2651 0.580304 0.437473
2659 -0.579595 0.49072
2660 -0.100607 0.478042
2661 -0.00301393 0.484518
2662 -0.99228 0.704807
2667 0.628476 0.460372
2668 -0.543891 0.461028
2669 0.176728 0.462421
2670 0.52438 0.474121
2671 0.463049 0.468469
2674 0.877172 0.46211
2676 -0.920483 0.4715
2677 0.321488 0.50623
2678 -0.00304789 1.93938
2679 0.453146 0.463069
2680 -0.312253 0.455964
2681 0.163453 0.511305
2683 0.595789 0.629249
2684 0.638675 0.496951
2685 -0.0030212 0.540149
2687 0.18558 0.471136
2688 0.558743 0.511208
2689 0.768722 0.471093
2690 -0.513145 0.584098
2691 0.093692 0.478703
2692 0.0375176 0.438734
2693 0.110123 0.518477
2694 0.032592 0.410923
2695 0.528922 0.420402
2696 -0.524131 0.587239
2697 0.27702 0.46585
2698 0.182848 0.4642
2699 0.658288 0.447093
2700 0.581846 0.406952
2701 -0.0894709 0.445354
2702 0.513209 0.407913
2703 -0.0887231 0.441632
2704 -0.088317 0.439611
2705 0.816762 0.472558
2706 -0.00288534 0.403856
2707 0.332636 0.547739
2709 -1.14356 0.564921
2710 -1.3712 0.892989
2711 0.0331551 0.402993
2712 0.386844 0.418205
2713 1.50695 1.00657
2714 0.400707 0.448903
2715 0.387973 0.500671
2716 -0.00290223 0.412934
2717 0.128598 0.444653
2718 0.150133 0.415341
2719 0.488809 0.446562
2720 0.139635 0.462845
2721 0.399229 0.447247
2722 1.31012 0.411734
2723 0.357812 0.449436
2724 0.827943 0.436175
2725 -0.286366 0.425817
2726 0.197658 0.386499
2727 0.182249 0.453002
2728 0.266772 0.443979
2729 0.783909 0.429924
2730 0.370197 0.732837
2763 0.983067 0.503082
2764 0.0524543 0.511466
2765 1.44292 0.522
2766 0.514158 0.459987
2767 0.137016 0.398684
2768 -0.00291042 0.436499
2769 0.854303 0.544212
2770 1.34885 0.977442
2959 0.102887 0.79081
2964 -0.328072 0.8816
2966 -0.151346 0.69021
2967 -0.237436 0.841417
2968 1.12461 0.532187
2970 -0.175044 0.685756
2971 1.79919 2.08153
2973 -0.316933 0.745021
2974 1.34766 0.576656
2976 -0.31376 1.27749
2981 -1.76467 2.87617
2983 0.254856 0.583948
2984 0.235393 0.39785
2985 0.573219 0.422515
2986 -0.823786 1.03331
2988 -1.57318 1.2372
2989 -0.0702265 0.420042
2990 -0.438957 0.751866
2995 -0.219993 0.399659
2996 0.275241 1.21287
2997 -1.07826 0.905189
2998 1.02803 0.698163
2999 0.984727 0.652342
3000 -0.589823 1.09084
3001 -1.36325 1.33903
3003 0.347383 1.19455
3004 0.203462 0.576314
3005 0.339208 0.652985
3006 -0.529519 0.750743
3007 0.852068 0.46319
3008 0.642279 0.680952
3009 1.37022 0.785912
3011 -0.716602 0.592622
3013 -0.644001 0.6979
3014 0.698776 0.532798
3016 0.756973 0.600361
3017 0.104422 0.754518
3018 -0.517531 0.615928
3019 -0.475507 0.697449
3020 -0.244875 0.559388
3021 0.209192 0.604716
3022 -2.43766 1.03835
3024 -0.654151 0.806259
3025 0.170588 0.661498
3026 -0.00320085 0.633591
3027 0.932456 0.415172
3028 0.186734 0.397638
3029 0.421554 0.650198
3030 -0.561298 0.415965
3035 0.202677 0.393536
3036 0.0735066 0.448117
3037 -0.544286 0.965794
3038 0.633543 0.404767
